SiteCity,TotalFirstYearGrosskWh,TotalFirstYearGrossTherm,TotalLifecycleGrosskWh,TotalLifecycleGrossTherm,Budget,Total Claims,Total Programs,% OBF Budget,% Resource Budget,dac_proportion,ces_score_median,ces_percentile_median,Total Tax Revenue,median_household_income_usd,total_population,ruca_average,ruca_median
ROHNERT PARK,796559.6046479904,-3060.1282856199987,8999738.481824975,-33648.041701400034,421318.11823910393,1889,1,23.164927308606554,100.0,0.0,12.9358932572683,19.8637911464245,88150550.0,65119.0,38042.0,1,1
ROSEMEAD,32452.244876,-78.085817868,164129.813692,-396.355345148,3965875.0579112982,58,25,0.0,40.418428361086576,0.5,39.6414039865453,75.4634884600833,59057151.0,61046.0,61315.0,1,1
ROSEVILLE,2610.0,0.0,31320.0,0.0,130.06606296773552,9,1,0.0,100.0,0.0,13.037381608561402,20.17908941859,319452085.0,88314.5,142410.0,1,1
SACRAMENTO,29903.0,0.0,358836.0,0.0,16421.668728269382,162,2,0.9071779838500847,100.0,0.238636363636364,29.216647896118303,58.0653298019927,1263401000.0,57258.5,821850.0,1,1
SAINT HELENA,95324.379655,-369.073359828,888594.7396294002,-3824.097833920001,43824.567398455336,31,1,0.0,100.0,0.0,15.801064353328,27.317442300416197,,91889.0,7947.0,8,8
SALINAS,5466769.433152999,-30800.980081100985,48946286.9383606,-249406.93855186985,3053607.51532291,726,3,19.258314659625274,100.0,0.05,26.3347002734365,52.5539160045403,389086044.0,71607.0,199851.0,6,6
SAN ANSELMO,263893.88115,-861.9945089000003,2758645.631758,-5929.989570900002,229761.95310605643,140,1,0.0,100.0,0.0,3.97313225053233,1.87917770210619,52211107.0,142072.5,17184.0,1,1
SAN BERNARDINO,223875.54,0.0,1740303.4500000004,0.0,90805.97866653226,2,2,0.0,100.0,0.7254901960784309,46.91061761406321,85.3575482406357,335935687.0,47970.5,278008.0,5,4
SAN BRUNO,132328.86812,-79.70582000000002,1181047.5289564,-635.7174854,119661.54054166627,232,1,0.0,100.0,0.111111111111111,15.977545784455499,27.670576365241494,98367969.0,122308.0,43101.0,1,1
SAN CARLOS,863095.4913999998,-1899.4545000000005,6116929.74947,-12843.391500000005,402278.1941184825,43,2,16.26497369451931,100.0,0.0,7.88044423878189,8.17253121452895,114221909.0,189914.0,32112.0,1,1
SAN DIEGO,0.0,0.0,0.0,0.0,20892804.109584592,104,8,0.0,0.0,0.0957854406130268,17.195148199201697,30.8235590868962,4139432802.0,77448.0,1335542.0,1,1
SAN FRANCISCO,13683306.827450613,-49845.398948262,126340607.21199933,-502719.1500263918,33332781.09518979,2566,10,1.7252794002956262,41.96348639720402,0.0612244897959184,14.761339063824101,24.536511539916802,13200899836.0,115882.5,874961.0,6,6
SAN GABRIEL,19004.4,0.0,62714.52,0.0,4752.8967985419,1,1,0.0,100.0,0.153846153846154,25.3299701217892,50.43511161558829,92436618.0,70618.0,62324.0,1,1
SAN GERONIMO,7242.578,-39.1026,42349.48800000001,-207.1854,3574.055353229513,7,1,0.0,100.0,0.0,1.84828906709922,0.29007441039223103,,97321.0,3371.0,1,1
SAN JACINTO,9691.655944,-8.460604384,52094.99975060001,-45.62073142199999,121099.35904368313,8,1,0.0,100.0,0.1,28.181486856086696,56.2870475469795,40924212.0,50020.0,61157.0,1,1
SAN JOSE,8691236.961088164,-28823.861694132018,76496064.36596544,-240695.7236878589,4926402.336657596,4821,4,46.852725282836076,100.0,0.0707070707070707,19.2547818766575,36.435868331441604,2915456970.0,108125.0,1047701.0,1,1
SAN JUAN BAUTISTA,148144.247,-771.2099999999997,1103996.7629399998,-4608.93303,83644.50286185447,91,3,0.0,100.0,0.0,27.235030816833,54.30697439778029,4032237.0,92423.0,6263.0,3,3
SAN LEANDRO,1444334.5510500008,-4319.624039311001,15780609.469235165,-48941.908489649715,966954.5271850312,3751,3,1.9876792658533124,100.0,0.136363636363636,30.2697555592203,59.9697313658722,289621805.0,78295.0,118450.0,1,1
SAN LORENZO,59093.48569900001,-344.3462506,486636.66343,-2684.5058151000007,38864.77771334932,39,1,0.0,100.0,0.0,23.832735650911694,47.1686215159541,,96856.5,30688.0,1,1
SAN LUIS OBISPO,622925.4062000001,-2636.939408679,6183510.19953596,-27275.68056246501,277676.4409353425,626,3,5.467203328097341,100.0,0.0,11.850253691707001,17.2405095220078,176469386.0,69512.0,65313.0,1,1
SAN MARINO,32779.5,0.0,393354.00000000006,0.0,21210.96697030916,18,1,0.0,100.0,0.0,8.69305242935441,10.165216294614698,61287251.0,165208.5,13194.0,1,1
SAN MARTIN,610856.5,-305.3686,6108565.0,-3053.686,463943.7159084453,11,1,0.0,100.0,0.0,27.367486979450998,54.69163828982221,,112964.5,9665.0,2,2
SAN MATEO,1578122.9502499998,-1849.1347536600006,16625625.621630006,-18640.43093836,739052.3031228534,3753,3,6.673942036616776,100.0,0.0,12.210178935887699,18.1737924076176,343379295.0,144479.0,143097.0,1,1
SAN PABLO,321706.5062860002,-2595.9494999999984,3577423.4927655924,-32363.615166600026,200685.92062150172,328,2,0.0,100.0,0.454545454545455,37.9116171404785,73.0356917644091,122697588.0,64327.0,63422.0,1,1
SAN RAFAEL,1119960.678705097,-5323.611967196987,11473788.435534416,-49703.23499487962,875477.2002786511,3558,2,26.31002977691547,100.0,0.0,10.7267688441787,14.6676756211376,210321883.0,96313.0,72139.0,1,1
SAN RAMON,517024.3900000007,-562.051305,5855840.390000007,-6601.285380000004,149317.13506832454,2142,2,1.70485719625653,100.0,0.0,6.17798924603575,5.03216042376088,124315838.0,149437.5,86097.0,1,1
SANGER,337088.14699999994,-506.6696,3664679.4388,-7893.622799999999,100033.94019508037,785,2,0.0,100.0,0.375,33.8149916150878,66.1243536385421,31723224.0,73114.5,47464.0,2,2
SANTA ANA,1236913.9005221,-1392.642,11305834.871022,-11209.464,660939.0923205796,33,1,96.47024787556869,100.0,0.28333333333333305,34.304308643129694,67.2215916256779,599152417.0,72977.0,369465.0,1,1
SANTA BARBARA,411744.332656,-203.66835695900002,3338520.0561148007,-1643.5375505220002,747495.3978034545,137,3,28.910336175666302,100.0,0.0,10.428819892547901,14.0749148694665,343060421.0,94509.0,145719.0,2,2
SANTA CLARITA,11225.8,0.0,134709.6,0.0,6543.937514692394,5,1,0.0,100.0,0.0,11.457891934910199,16.0297641568924,331043409.0,113299.0,51656.0,2,2
SANTA CRUZ,2629816.7594100004,8547.487365927002,18865260.793312795,23259.57596032999,1463472.8303189732,263,4,53.46282132545105,100.0,0.0,12.709880034619902,19.4223735653929,227343878.0,83911.0,106510.0,1,1
SANTA MARGARITA,4618.12752,-18.558090017999998,54261.66672000001,-218.05209009200001,3114.4820861428693,2,1,0.0,100.0,0.0,16.0628671826038,27.8723672594274,,94133.0,6793.0,1,1
SANTA MARIA,4346289.7898800215,-11881.492329602004,46065883.1601849,-116113.368258189,1681966.2980591848,2646,3,3.487358422532373,100.0,0.0,20.816781437773603,40.35817883718,176067163.0,73568.5,158111.0,2,2
SANTA MONICA,1048313.9622769995,-78.38151497700002,11700812.50063599,-417.58128069400004,1017249.8691822542,212,2,60.744685472010794,100.0,0.0526315789473684,21.468409172107503,41.9977298524404,833735521.0,95417.0,91577.0,1,1
SANTA PAULA,33680.044780000004,-26.231068412,281006.36389999994,-131.65131806,53051.10027704887,18,1,27.40905088658704,100.0,0.0,23.023197832754693,45.213772228528214,34632590.0,69960.0,39386.0,2,2
SANTA ROSA,7937848.786347591,-23056.09923691599,88833306.89594042,-235916.4788407902,3415741.1436933638,11014,5,3.089814525356158,100.0,0.0256410256410256,17.334827154699198,31.2019170134948,408725410.0,76341.0,219348.0,1,1
SARATOGA,231117.26258,-432.24199999999996,1887732.6215400002,-3501.3187,103323.8452606286,207,2,58.72721255767846,100.0,0.0,6.43364329095487,5.53033169378232,56055186.0,194503.0,30858.0,1,1
SAUSALITO,101756.122684,-649.9714700000002,997912.33621,-6207.646640000001,92215.04445757381,75,1,0.0,100.0,0.0,9.616915982216671,12.3344684071131,39365612.0,105913.0,10548.0,1,1
SCOTIA,40224.4329,-656.1536999499998,319022.91789999994,-5119.109299700001,28432.242613536513,8,1,0.0,100.0,0.0,21.772490540854697,42.5904906041115,,39778.0,4347.0,7,7
SCOTTS VALLEY,462066.20699999976,-1969.5531955,3436024.4816599987,-12961.167576999995,220525.3763008064,54,1,51.51340077293787,100.0,0.0,6.99732760497797,6.58342792281498,31563210.0,107500.0,8746.0,1,1
SEASIDE,1117590.3995800007,-3232.71804,10719622.6815526,-27912.133943599998,542886.48705851,1254,2,65.81169469218557,100.0,0.0,16.8242578444118,29.921806028503,86167784.0,56359.0,26914.0,1,1
SEBASTOPOL,348052.300178,-1982.3819500000006,3797213.7401878997,-21170.978443400003,186586.04333954558,167,1,0.0,100.0,0.0,11.819402906823301,17.139614074914903,24836702.0,92198.0,25746.0,2,2
SELMA,180001.96200000003,-39.26700000000001,2024077.5342,-408.3768,100866.21721045783,1036,1,0.0,100.0,1.0,50.50260284874349,89.3744482280237,42445076.0,46896.5,35199.0,3,3
SHAFTER,1043188.85881,-5034.048770694,9858536.075505098,-47979.05647745899,428008.1033833564,104,1,5.313099097596255,100.0,1.0,46.8733750178413,85.2881826207592,63669637.0,46052.0,23656.0,2,2
SHINGLE SPRINGS,158718.38035999998,-474.55461000000014,1803195.3843600003,-4985.26072,113514.30186987035,19,1,0.0,100.0,0.0,9.49610814473972,11.975028376844499,,86543.5,34244.0,1,1
SIMI VALLEY,2309.5536480000005,-3.4347276,12402.770976,-18.44864208,5119.148930501508,3,1,0.0,100.0,0.0,17.596768712259898,32.0090805902384,193391526.0,93237.0,128176.0,1,1
SODA SPRINGS,320.0,0.0,3840.0,0.0,14.9123142335921,1,1,0.0,100.0,0.0,17.0918482583685,30.583932400050397,,56500.0,3754.0,5,5
SOLEDAD,997892.5187299999,-5371.96743008,7882316.093770001,-35206.89916621,444892.4499790296,637,2,44.997261701276635,100.0,0.0,26.248129367704703,52.3773489721276,26247590.0,66655.5,24958.0,4,4
SOLVANG,28023.0,0.0,336276.0,0.0,1920.1805680248367,149,1,0.0,100.0,0.0,11.3613743232722,15.878420986253,24223243.0,82940.0,6445.0,4,4
SOMES BAR,1880.0811,-31.1382,19552.84344,-323.83728,1493.1929866811,1,1,0.0,100.0,0.0,12.1512970815109,17.9467776516585,,36960.0,1834.0,10,10
SOMIS,82127.99682,-0.569202228,698822.5041,-2.84601114,56464.99996653625,2,1,0.0,100.0,0.0,22.2021174157036,43.410266111741706,,98565.0,8366.0,2,2
SONOMA,515944.82515799993,-2699.2473599999994,5884407.4930927,-30165.976573400003,251138.44994534372,337,2,7.125122579635508,100.0,0.0,13.3818762050311,21.030394753436802,42831807.0,82737.5,36263.0,7,7
SONORA,217479.329636,-369.86286089999993,2582756.8706784,-4520.5228525,158242.83703767625,18,1,10.97791303284267,100.0,0.0,19.8869936180701,37.3439273552781,20450527.0,56070.0,21270.0,4,4
SOQUEL,246206.24399999995,-716.965,2955749.39649,-6552.950800000001,148153.77271486435,26,1,0.0,100.0,0.0,6.35626083219944,5.37268255769958,,105221.0,3229.0,1,1
SOUTH EL MONTE,38319.187404,-57.001459996,227633.18526799997,-338.77921642000007,76799.5076463861,23,1,0.0,100.0,1.0,55.1230783697532,93.2652289065456,39193055.0,49417.5,39515.0,1,1
SOUTH PASADENA,28545.70572,-42.446223288,142728.52860000002,-212.23111644,47852.576194370944,6,1,0.0,100.0,0.0,10.4622880087923,14.125362593013001,69222562.0,120521.0,25661.0,1,1
SOUTH SAN FRANCISCO,628629.760138,-2870.0279119,3798535.45798,-21033.733555000006,263871.33391015924,55,1,12.687549667277539,100.0,0.181818181818182,18.2830425015593,33.9765418085509,294543622.0,106402.0,67118.0,1,1
STANFORD,10360.0,0.0,124320.0,0.0,7983.035466980047,56,1,0.0,100.0,0.0,8.874482723173529,10.8651784588221,,63000.0,20872.0,1,1
STEVENSON RANCH,20073.6,0.0,240883.2,0.0,9165.0047596509,1,1,0.0,100.0,0.0,13.8480848545227,22.9347963173162,,134546.5,12035.0,2,2
STOCKTON,5587206.632580078,-14710.989645867026,60556813.89368948,-158973.51910153407,3763514.385509596,8264,5,7.430532516539757,100.0,0.6301369863013699,42.24605759741871,79.1398663135326,702319574.0,49219.0,363335.0,6,6
SUISUN CITY,912587.275084,-1929.6642693600006,10712781.903664296,-19883.811408800007,439094.8635381533,559,2,6.4104507123084815,100.0,0.0,20.6679994091479,40.01765670324129,31694227.0,79974.0,26469.0,1,1
SUN CITY,22106.681984,-19.257218624,106844.44592,-93.07266112,110512.17459575762,5,1,0.0,100.0,0.0,23.040339011424397,45.2642199520747,,69531.0,63822.0,1,1
SUNNYVALE,2615312.5217000004,-2814.10070273,26403001.752775,-22329.77904724,1043242.843858162,6810,4,25.418228700574012,100.0,0.0,15.6736272288374,26.926472442930997,450307639.0,146566.0,159933.0,1,1
SUTTER CREEK,145804.84168200006,-816.02113064,1630460.7836928002,-8656.35351922,135809.83838382314,35,1,0.0,100.0,0.0,26.540646555383397,52.9574977929121,4552576.0,56864.0,4675.0,7,7
TAFT,396875.1472077002,-1794.4958406359995,3671881.8874294,-15860.018223871999,276790.1178080203,484,2,2.7252941291989554,100.0,0.666666666666667,39.726412437606,75.621137596166,12051096.0,35718.0,17248.0,4,4
TEMECULA,37.2,-0.0339,446.4,-0.4068,95.67492916655969,1,1,0.0,100.0,0.0,15.2136998831456,25.671585319712506,276748683.0,99653.0,127231.0,2,2
TEMPLETON,267609.5149515,-1198.5092200000004,2669110.995038699,-14026.0167329,148648.72382093835,164,3,11.937216360385658,100.0,0.0,10.6595058444796,14.7685710682306,,92588.0,14011.0,1,1
THOUSAND OAKS,47700.0818,-70.92794772,238500.40899999999,-354.6397386000001,290420.49715785385,6,1,0.0,100.0,0.0,11.339889270123502,16.1369655694287,226976306.0,121187.5,79305.0,1,1
TORRANCE,189239.05935999998,-118.23371111899996,1710864.4883279996,-984.729376424,414119.04958079115,39,2,0.0,100.0,0.162162162162162,25.3269619481233,50.4792533736915,512015370.0,89463.5,182791.0,1,50
TRACY,2017663.0310700017,-3200.360451878996,19662874.308779974,-32364.52831489701,1200237.6765080276,1725,4,12.81817607518438,100.0,0.25,33.5751184082983,65.8468911590365,226114037.0,82916.5,123469.0,2,2
TRINIDAD,26761.859,-451.06814029999987,295044.9896,-4947.903961499998,24406.352280246294,28,2,0.0,100.0,0.0,13.0274848000897,20.1286416950435,1812274.0,47583.0,2775.0,5,5
TRUCKEE,1478.52,-8.5988,15432.64,-86.8652,1633.5295791745934,3,1,0.0,100.0,0.0,6.40704028123351,5.5240257283390095,82745031.0,110808.0,18279.0,4,4
TULARE,71650.62,0.0,573204.96,0.0,17927.502016994298,1,1,0.0,100.0,0.42857142857142894,39.04573035784421,74.5049817127002,111458928.0,47017.0,72613.0,2,2
TUSTIN,5827.094000000001,0.0,69925.12800000001,0.0,2353.142921375498,4,2,0.0,100.0,0.0,22.6283403086644,44.393996720898,159816348.0,88761.0,88473.0,1,1
UKIAH,231261.23709,-972.201278373,2468965.3916700003,-10629.748951790003,170084.46518007756,28,2,0.0,100.0,0.0,24.680631932132396,49.3126497666793,50276065.0,49135.0,26453.0,4,4
UNION CITY,365581.3462800002,-1184.9752000000012,3738122.7587499917,-12236.764834999969,249485.9453552473,977,2,36.66554944904581,100.0,0.125,23.399883823663398,46.0903014251482,154635136.0,116875.0,81064.0,1,1
VACAVILLE,4863504.318328016,-10956.180420222,49640437.81024088,-104143.81932298944,2187779.376577306,3044,4,24.2613700796733,100.0,0.0,17.037000484081698,30.5082608147308,261334918.0,94659.0,106828.0,2,2
VALENCIA,16728.0,0.0,200736.0,0.0,9729.72396638174,4,1,0.0,100.0,0.0,13.6879637262731,21.692521124984196,,111042.0,70275.0,2,2
VALLEJO,1609408.4617811285,-8678.15114213005,16584409.789386135,-84310.18348769902,894711.6524824974,1327,3,8.04126100835583,100.0,0.161290322580645,24.2948173438712,48.455038466389205,263619424.0,70417.0,122876.0,1,1
VALLEY SPRINGS,18282.88626,-103.95414,202166.53992,-1146.681504,19284.46529210644,4,1,7.307332600500512,100.0,0.0,20.839728518538198,40.049186530457796,,72865.0,17895.0,3,3
VENTURA,906599.361168,36753.986211284,13021453.00584,588244.331056428,823356.7688475284,9,1,0.0,100.0,0.08,19.7821103948556,37.810568798083,278789652.0,78115.0,109566.0,2,2
VICTORVILLE,94067.20521199993,-139.93424326599998,821031.2200168001,-1134.9866891719996,301762.67425531603,36,2,0.0,100.0,0.1875,33.1444064662898,65.165846891159,170667834.0,54880.0,135177.0,1,1
VISALIA,6415752.218220003,-156.6540549,95919140.93526,-1215.5852205,948406.233731542,21,1,0.0,100.0,0.33333333333333304,33.892560841359604,66.4459578761509,269522684.0,58713.0,159505.0,1,1
WALNUT CREEK,204788.53302,-666.5102750000002,1825942.5373949981,-6322.20507170001,149316.04802600382,545,1,12.360451696082064,100.0,0.0,9.0488538661934,10.947156009585099,183611285.0,122536.5,97658.0,1,1
WASCO,220766.30008,-1312.78346478,2062786.2519105,-10935.75165811,89943.98630122775,50,1,0.0,100.0,0.5,48.1169237359895,86.84575608525671,23647051.0,43879.0,27297.0,4,4
WATSONVILLE,2835102.8418400013,-13809.312024260002,24891487.446569994,-120979.26673539999,1534907.8345899843,289,2,54.13464208357679,100.0,0.133333333333333,22.8393202942374,44.747130785723286,115522757.0,68214.0,88671.0,2,2
WEST COVINA,0.0,0.0,0.0,0.0,134816.995876469,1,1,0.0,100.0,0.166666666666667,31.516248474517997,62.2714087526801,167832707.0,88330.5,104339.0,1,1
WEST HOLLYWOOD,19595.5515,-29.137733099999995,97977.7575,-145.6886655,48607.49522473937,8,1,0.0,100.0,0.0,19.0764812371888,35.9818388195233,221253537.0,94315.0,20977.0,1,1
WEST SACRAMENTO,413489.9282,-1424.5980799999998,4150214.5390899987,-15760.231549999995,258486.19086547405,64,2,46.964692308889674,100.0,0.375,29.459992504130106,57.8698448732501,202036329.0,82773.5,45454.0,1,1
WESTLAKE VILLAGE,1275.9894,-1.89734076,6379.946999999999,-9.4867038,2837.904674735151,1,1,0.0,100.0,0.0,11.599060016312402,16.445957876150903,37535299.0,110840.5,17146.0,1,1
WHEATLAND,39460.0,0.0,473520.0,0.0,2665.7497489298103,206,1,0.0,100.0,0.0,25.7519471623153,51.242275192331896,6414899.0,77303.0,4652.0,2,2
WHITTIER,46504.62,-8.91,580959.81,-103.95,27780.549579271847,4,1,0.0,100.0,0.4,36.5148097345115,70.8601336864674,129417527.0,74819.0,183516.0,1,1
WILDOMAR,5019.6313439999985,-4.370541084,25098.15672000001,-21.85270542,12383.84426616229,11,1,0.0,100.0,0.0,22.919263281156105,45.0245932652289,29236953.0,85335.0,34552.0,1,1
WILLIAMS,146558.79486,-457.49780703,1705506.6448800003,-5271.708945099998,68066.72809850724,7,1,31.933874632391557,100.0,0.0,25.818314264099804,51.406230293858,11785217.0,66143.0,5963.0,8,8
WILLITS,188872.042003,-1473.3999065899998,1970209.1685274,-14627.942888069994,148690.59382727928,20,1,0.0,100.0,0.0,19.9264286671577,37.74120317820661,12618622.0,47007.0,12690.0,7,7
WILLOWS,21903.578999999994,-109.889999982,210352.9446,-1016.69039996,24265.410870494237,7,1,54.44533798676389,100.0,0.0,35.1167246985587,68.6341278849792,10963024.0,44004.0,7118.0,7,7
WINDSOR,436177.6797560004,-893.1963382500003,5060097.4430626985,-9490.148611200004,112789.16863639408,1386,2,0.0,100.0,0.0,16.0893072530271,28.2381132551394,50138809.0,105544.0,21434.0,1,1
WINTON,2775.0,0.0,33300.0,0.0,9236.81689385088,29,2,99.86099181337194,100.0,1.0,42.8365181548642,79.9785597174927,,48057.5,9800.0,1,1
WOODLAND,526910.0579199999,-288.6821886200001,5986636.6177400015,-3137.0432031000005,278715.82626769267,358,2,9.537818638722793,100.0,0.0,19.0314106667702,35.8683314415437,134378568.0,71184.0,68805.0,1,1
YORBA LINDA,100589.028,-23.217678,1207068.336,-278.612136,230594.6335050032,12,1,100.0,100.0,0.0,14.3793023387005,23.4329675873377,108191037.0,137520.5,63982.0,1,1
YOSEMITE NATIONAL PARK,8894.0,-51.06,78267.2,-449.32800000000003,18234.382541165127,4,1,0.0,100.0,0.0,20.1476909671346,38.743851683692796,,55994.0,1702.0,10,10
YOUNTVILLE,16598.67248,-37.547,158077.8507456,-258.09656,4901.8351742278755,57,2,0.0,100.0,0.0,10.848487787828901,14.9073023079834,32212771.0,69300.0,2987.0,7,7
YUBA CITY,898299.6067600001,-1693.655181013,9530011.210439999,-20746.770355010005,637530.085903786,450,3,25.822801416713137,100.0,0.0625,25.733872666083396,51.2359692268886,95292052.0,60333.5,77902.0,2,2
