SiteCity,TotalFirstYearGrosskWh,TotalFirstYearGrossTherm,TotalLifecycleGrosskWh,TotalLifecycleGrossTherm,Budget,Total Claims,Total Programs,% OBF Budget,% Resource Budget,city,dac_proportion,ces_score_median,ces_percentile_median,Total Tax Revenue,Average Tax Revenue,median_household_income_usd,total_population
ROHNERT PARK,796559.6046479904,-3060.1282856199987,8999738.481824975,-33648.041701400034,421318.11823910393,1889,1,23.164927308606554,100.0,ROHNERT PARK,0.0,12.9358932572683,19.8637911464245,88150550.0,29383516.66666667,65119.0,38042.0
ROLLING HILLS,1949.0143679999999,-1.307183774,9745.07184,-6.535918872000001,6250.54379374559,1,1,0.0,100.0,,,,,,,,
ROLLING HILLS ESTATES,9377.932175999998,-5.450709701,55646.03087999999,-27.253548504,36732.425713111945,8,2,0.0,100.0,,,,,,,,
ROSEMEAD,32452.244876,-78.085817868,164129.813692,-396.355345148,3965875.0579112987,58,25,0.0,40.418428361086576,ROSEMEAD,0.5,39.6414039865453,75.4634884600833,59057151.0,19685717.0,61046.0,61315.0
ROSEVILLE,2610.0,0.0,31320.0,0.0,130.06606296773552,9,1,0.0,100.0,ROSEVILLE,0.0,13.037381608561402,20.17908941859,319452085.0,106484028.33333331,88314.5,142410.0
RUTHERFORD,99945.522843,-560.9875299999999,1016836.8173056,-5643.124679100001,41871.404995742094,12,1,0.0,100.0,,,,,,,,
SACRAMENTO,29903.0,0.0,358836.0,0.0,16421.668728269382,162,2,0.9071779838500847,100.0,SACRAMENTO,0.23863636363636398,29.216647896118303,58.0653298019927,1263401000.0,421133666.6666667,57258.5,821850.0
SAINT HELENA,95324.379655,-369.07335982799987,888594.7396294001,-3824.097833920001,43824.567398455336,31,1,0.0,100.0,SAINT HELENA,0.0,15.801064353328,27.317442300416197,,,91889.0,7947.0
SALINAS,5466769.433152999,-30800.980081100985,48946286.9383606,-249406.93855186985,3053607.51532291,726,3,19.258314659625274,100.0,SALINAS,0.05,26.3347002734365,52.5539160045403,389086044.0,129695348.0,71607.0,199851.0
SAMOA,46813.5023,-580.00140324,409526.00124,-5063.630416,30994.776273385814,4,2,25.18660664191698,100.0,,,,,,,,
SAN ANSELMO,263893.88115,-861.9945089000003,2758645.6317580002,-5929.989570900002,229761.95310605643,140,1,0.0,100.0,SAN ANSELMO,0.0,3.97313225053233,1.87917770210619,52211107.0,17403702.333333332,142072.5,17184.0
SAN ARDO,320.0,0.0,3840.0,0.0,14.9123142335921,1,1,0.0,100.0,,,,,,,,
SAN BERNARDINO,223875.54,0.0,1740303.4500000004,0.0,90805.97866653226,2,2,0.0,100.0,SAN BERNARDINO,0.7254901960784309,46.910617614063206,85.3575482406357,335935687.0,111978562.33333331,47970.5,278008.0
SAN BRUNO,132328.86812,-79.70582000000002,1181047.5289564,-635.7174854,119661.54054166627,232,1,0.0,100.0,SAN BRUNO,0.111111111111111,15.977545784455499,27.670576365241498,98367969.0,32789323.0,122308.0,43101.0
SAN CARLOS,863095.4913999998,-1899.4545000000005,6116929.74947,-12843.391500000005,402278.1941184825,43,2,16.26497369451931,100.0,SAN CARLOS,0.0,7.88044423878189,8.17253121452895,114221909.0,38073969.66666666,189914.0,32112.0
SAN DIEGO,0.0,0.0,0.0,0.0,20892804.109584592,104,8,0.0,0.0,SAN DIEGO,0.0957854406130268,17.195148199201697,30.8235590868962,4139432802.0,1379810934.0,77448.0,1335542.0
SAN FRANCISCO,13683306.827450613,-49845.398948261995,126340607.21199933,-502719.1500263918,33332781.09518979,2566,10,1.7252794002956262,41.96348639720402,SAN FRANCISCO,0.0612244897959184,14.761339063824101,24.536511539916802,13200899836.0,4400299945.333333,115882.5,874961.0
SAN GABRIEL,19004.4,0.0,62714.52,0.0,4752.8967985419,1,1,0.0,100.0,SAN GABRIEL,0.153846153846154,25.3299701217892,50.43511161558829,92436618.0,30812206.0,70618.0,62324.0
SAN GERONIMO,7242.578,-39.1026,42349.48800000001,-207.1854,3574.055353229513,7,1,0.0,100.0,SAN GERONIMO,0.0,1.8482890670992198,0.29007441039223103,,,97321.0,3371.0
SAN JACINTO,9691.655944,-8.460604384,52094.99975060001,-45.62073142199999,121099.35904368313,8,1,0.0,100.0,SAN JACINTO,0.1,28.181486856086696,56.2870475469795,40924212.0,13641404.0,50020.0,61157.0
SAN JOAQUIN,48075.04,0.0,572295.36,0.0,7945.8085042223765,202,2,0.0,100.0,,,,,,,,
SAN JOSE,8691236.961088164,-28823.861694132018,76496064.36596544,-240695.72368785887,4926402.336657596,4821,4,46.85272528283607,100.0,SAN JOSE,0.0707070707070707,19.2547818766575,36.435868331441604,2915456970.0,971818990.0,108125.0,1047701.0
SAN JUAN BAUTISTA,148144.247,-771.2099999999998,1103996.7629399998,-4608.93303,83644.50286185447,91,3,0.0,100.0,SAN JUAN BAUTISTA,0.0,27.235030816833,54.306974397780294,4032237.0,1344079.0,92423.0,6263.0
SAN LEANDRO,1444334.5510500008,-4319.624039311001,15780609.469235165,-48941.908489649715,966954.5271850312,3751,3,1.9876792658533124,100.0,SAN LEANDRO,0.136363636363636,30.2697555592203,59.9697313658722,289621805.0,96540601.66666669,78295.0,118450.0
SAN LORENZO,59093.48569900001,-344.3462506,486636.66343,-2684.5058151000007,38864.777713349315,39,1,0.0,100.0,SAN LORENZO,0.0,23.832735650911697,47.1686215159541,,,96856.5,30688.0
SAN LUIS OBISPO,622925.4062000001,-2636.939408679,6183510.19953596,-27275.68056246501,277676.4409353425,626,3,5.467203328097341,100.0,SAN LUIS OBISPO,0.0,11.850253691707001,17.2405095220078,176469386.0,58823128.66666666,69512.0,65313.0
SAN MARINO,32779.5,0.0,393354.00000000006,0.0,21210.96697030916,18,1,0.0,100.0,SAN MARINO,0.0,8.69305242935441,10.165216294614698,61287251.0,20429083.666666668,165208.5,13194.0
SAN MARTIN,610856.5,-305.3686,6108565.0,-3053.6859999999997,463943.71590844524,11,1,0.0,100.0,SAN MARTIN,0.0,27.367486979450998,54.69163828982221,,,112964.5,9665.0
SAN MATEO,1578122.9502499998,-1849.1347536600006,16625625.621630006,-18640.43093836,739052.3031228534,3753,3,6.673942036616776,100.0,SAN MATEO,0.0,12.210178935887699,18.1737924076176,343379295.0,114459765.0,144479.0,143097.0
SAN MIGUEL,33526.183639999996,-69.34697874,358216.3298396,-457.9125522,8273.530273407305,106,2,0.0,100.0,,,,,,,,
SAN PABLO,321706.5062860002,-2595.9494999999984,3577423.4927655924,-32363.615166600026,200685.92062150175,328,2,0.0,100.0,SAN PABLO,0.45454545454545503,37.9116171404785,73.0356917644091,122697588.0,40899196.0,64327.0,63422.0
SAN RAFAEL,1119960.678705097,-5323.611967196987,11473788.435534416,-49703.23499487962,875477.2002786511,3558,2,26.31002977691547,100.0,SAN RAFAEL,0.0,10.7267688441787,14.6676756211376,210321883.0,70107294.33333333,96313.0,72139.0
SAN RAMON,517024.3900000007,-562.051305,5855840.390000007,-6601.285380000004,149317.13506832454,2142,2,1.70485719625653,100.0,SAN RAMON,0.0,6.17798924603575,5.03216042376088,124315838.0,41438612.66666666,149437.5,86097.0
SAN SIMEON,98975.51735,-649.3605899999999,1092222.9464245,-8973.042420400003,50719.77561306434,47,2,0.0,100.0,,,,,,,,
SAND CITY,158906.548,-428.7434,1713906.4552699998,-4009.6571200000003,103964.80781237637,14,1,13.235919202422204,100.0,,,,,,,,
SANGER,337088.14699999994,-506.6696,3664679.4388,-7893.622799999999,100033.94019508037,785,2,0.0,100.0,SANGER,0.375,33.8149916150878,66.1243536385421,31723224.0,10574408.0,73114.5,47464.0
SANTA ANA,1236913.9005221,-1392.642,11305834.871022,-11209.464,660939.0923205796,33,1,96.47024787556869,100.0,SANTA ANA,0.28333333333333305,34.304308643129694,67.2215916256779,599152417.0,199717472.3333333,72977.0,369465.0
SANTA BARBARA,411744.332656,-203.66835695900002,3338520.0561148007,-1643.5375505220002,747495.3978034545,137,3,28.910336175666302,100.0,SANTA BARBARA,0.0,10.428819892547901,14.0749148694665,343060421.0,114353473.66666669,94509.0,145719.0
SANTA CLARITA,11225.8,0.0,134709.6,0.0,6543.937514692394,5,1,0.0,100.0,SANTA CLARITA,0.0,11.457891934910199,16.0297641568924,331043409.0,110347803.0,113299.0,51656.0
SANTA CRUZ,2629816.7594100004,8547.487365927002,18865260.793312795,23259.57596032999,1463472.8303189732,263,4,53.46282132545105,100.0,SANTA CRUZ,0.0,12.709880034619902,19.4223735653929,227343878.0,75781292.66666667,83911.0,106510.0
SANTA MARGARITA,4618.12752,-18.558090017999998,54261.66672000001,-218.05209009200001,3114.4820861428693,2,1,0.0,100.0,SANTA MARGARITA,0.0,16.0628671826038,27.8723672594274,,,94133.0,6793.0
SANTA MARIA,4346289.7898800215,-11881.492329602004,46065883.1601849,-116113.368258189,1681966.2980591848,2646,3,3.487358422532373,100.0,SANTA MARIA,0.0,20.816781437773603,40.35817883718,176067163.0,58689054.33333334,73568.5,158111.0
SANTA MONICA,1048313.9622769995,-78.38151497700002,11700812.50063599,-417.58128069400004,1017249.8691822542,212,2,60.744685472010794,100.0,SANTA MONICA,0.0526315789473684,21.468409172107503,41.9977298524404,833735521.0,277911840.3333333,95417.0,91577.0
SANTA NELLA,185.0,0.0,2220.0,0.0,117.287420280135,1,1,0.0,100.0,,,,,,,,
SANTA PAULA,33680.044780000004,-26.231068412,281006.36389999994,-131.65131806,53051.10027704887,18,1,27.40905088658704,100.0,SANTA PAULA,0.0,23.023197832754697,45.21377222852821,34632590.0,11544196.666666664,69960.0,39386.0
SANTA ROSA,7937848.786347591,-23056.09923691599,88833306.89594042,-235916.4788407902,3415741.1436933633,11014,5,3.0898145253561586,100.0,SANTA ROSA,0.0256410256410256,17.334827154699198,31.2019170134948,408725410.0,136241803.33333334,76341.0,219348.0
SANTA YNEZ,1850.0,0.0,22200.0,0.0,128.399316662954,10,1,0.0,100.0,,,,,,,,
SARATOGA,231117.26258,-432.242,1887732.62154,-3501.3187,103323.8452606286,207,2,58.72721255767846,100.0,SARATOGA,0.0,6.43364329095487,5.53033169378232,56055186.0,18685062.0,194503.0,30858.0
SAUSALITO,101756.122684,-649.9714700000002,997912.3362100001,-6207.646640000001,92215.04445757381,75,1,0.0,100.0,SAUSALITO,0.0,9.616915982216671,12.3344684071131,39365612.0,13121870.666666664,105913.0,10548.0
SCOTIA,40224.4329,-656.1536999499998,319022.91789999994,-5119.1092997000005,28432.242613536513,8,1,0.0,100.0,SCOTIA,0.0,21.772490540854697,42.5904906041115,,,39778.0,4347.0
SCOTTS VALLEY,462066.20699999976,-1969.5531955,3436024.4816599987,-12961.167576999995,220525.3763008064,54,1,51.51340077293787,100.0,SCOTTS VALLEY,0.0,6.99732760497797,6.58342792281498,31563210.0,10521070.0,107500.0,8746.0
SEASIDE,1117590.3995800007,-3232.7180399999997,10719622.6815526,-27912.1339436,542886.48705851,1254,2,65.81169469218557,100.0,SEASIDE,0.0,16.8242578444118,29.921806028503,86167784.0,28722594.66666667,56359.0,26914.0
SEBASTOPOL,348052.300178,-1982.3819500000006,3797213.7401879,-21170.9784434,186586.04333954558,167,1,0.0,100.0,SEBASTOPOL,0.0,11.819402906823301,17.139614074914903,24836702.0,8278900.666666668,92198.0,25746.0
SELMA,180001.96200000003,-39.26700000000001,2024077.5342,-408.3768,100866.21721045783,1036,1,0.0,100.0,SELMA,1.0,50.50260284874349,89.3744482280237,42445076.0,14148358.666666664,46896.5,35199.0
SHAFTER,1043188.8588100001,-5034.048770694,9858536.075505098,-47979.05647745899,428008.1033833564,104,1,5.313099097596255,100.0,SHAFTER,1.0,46.8733750178413,85.2881826207592,63669637.0,21223212.33333333,46052.0,23656.0
SHINGLE SPRINGS,158718.38035999998,-474.55461000000014,1803195.3843600003,-4985.26072,113514.30186987035,19,1,0.0,100.0,SHINGLE SPRINGS,0.0,9.49610814473972,11.975028376844499,,,86543.5,34244.0
SIMI VALLEY,2309.5536480000005,-3.4347276,12402.770976,-18.44864208,5119.148930501508,3,1,0.0,100.0,SIMI VALLEY,0.0,17.596768712259898,32.0090805902384,193391526.0,64463842.0,93237.0,128176.0
SODA SPRINGS,320.0,0.0,3840.0,0.0,14.9123142335921,1,1,0.0,100.0,SODA SPRINGS,0.0,17.0918482583685,30.583932400050397,,,56500.0,3754.0
SOLEDAD,997892.51873,-5371.96743008,7882316.093770001,-35206.89916621,444892.44997902954,637,2,44.997261701276635,100.0,SOLEDAD,0.0,26.248129367704703,52.3773489721276,26247590.0,8749196.666666666,66655.5,24958.0
SOLVANG,28023.0,0.0,336276.0,0.0,1920.1805680248367,149,1,0.0,100.0,SOLVANG,0.0,11.3613743232722,15.878420986253,24223243.0,8074414.333333332,82940.0,6445.0
SOMES BAR,1880.0811,-31.1382,19552.84344,-323.83727999999996,1493.1929866811,1,1,0.0,100.0,SOMES BAR,0.0,12.1512970815109,17.9467776516585,,,36960.0,1834.0
SOMIS,82127.99682,-0.569202228,698822.5041,-2.84601114,56464.99996653625,2,1,0.0,100.0,SOMIS,0.0,22.2021174157036,43.410266111741706,,,98565.0,8366.0
SONOMA,515944.82515799993,-2699.2473599999994,5884407.4930927,-30165.9765734,251138.44994534375,337,2,7.125122579635508,100.0,SONOMA,0.0,13.3818762050311,21.030394753436802,42831807.0,14277269.0,82737.5,36263.0
SONORA,217479.329636,-369.86286089999993,2582756.8706784,-4520.5228525,158242.83703767625,18,1,10.97791303284267,100.0,SONORA,0.0,19.8869936180701,37.3439273552781,20450527.0,6816842.333333332,56070.0,21270.0
SOQUEL,246206.24399999995,-716.965,2955749.39649,-6552.950800000001,148153.77271486435,26,1,0.0,100.0,SOQUEL,0.0,6.35626083219944,5.37268255769958,,,105221.0,3229.0
SOUTH EL MONTE,38319.187404000004,-57.001459996,227633.185268,-338.77921642000007,76799.5076463861,23,1,0.0,100.0,SOUTH EL MONTE,1.0,55.1230783697532,93.2652289065456,39193055.0,13064351.666666664,49417.5,39515.0
SOUTH PASADENA,28545.705719999998,-42.446223288,142728.52860000002,-212.23111644,47852.576194370944,6,1,0.0,100.0,SOUTH PASADENA,0.0,10.4622880087923,14.125362593013001,69222562.0,23074187.33333333,120521.0,25661.0
SOUTH SAN FRANCISCO,628629.760138,-2870.0279119,3798535.4579800004,-21033.733555000006,263871.33391015924,55,1,12.687549667277539,100.0,SOUTH SAN FRANCISCO,0.18181818181818202,18.2830425015593,33.9765418085509,294543622.0,98181207.33333331,106402.0,67118.0
SPRECKELS,3835.0,0.0,46020.0,0.0,258.8710158932047,20,1,0.0,100.0,,,,,,,,
SQUAW VALLEY,31045.977000000003,-397.584,393496.0326,-5240.68299,15655.010527592505,5,1,0.0,100.0,,,,,,,,
STANFORD,10360.0,0.0,124320.0,0.0,7983.035466980047,56,1,0.0,100.0,STANFORD,0.0,8.874482723173529,10.8651784588221,,,63000.0,20872.0
STEVENSON RANCH,20073.6,0.0,240883.2,0.0,9165.0047596509,1,1,0.0,100.0,STEVENSON RANCH,0.0,13.8480848545227,22.9347963173162,,,134546.5,12035.0
STOCKTON,5587206.632580078,-14710.989645867026,60556813.89368948,-158973.51910153407,3763514.385509596,8264,5,7.430532516539757,100.0,STOCKTON,0.6301369863013699,42.246057597418705,79.1398663135326,702319574.0,234106524.66666663,49219.0,363335.0
SUISUN CITY,912587.275084,-1929.6642693600006,10712781.903664296,-19883.811408800007,439094.8635381533,559,2,6.4104507123084815,100.0,SUISUN CITY,0.0,20.6679994091479,40.01765670324129,31694227.0,10564742.333333334,79974.0,26469.0
SUN CITY,22106.681984,-19.257218624,106844.44592,-93.07266112,110512.17459575762,5,1,0.0,100.0,SUN CITY,0.0,23.040339011424397,45.2642199520747,,,69531.0,63822.0
SUNNYVALE,2615312.5217000004,-2814.10070273,26403001.752775,-22329.77904724,1043242.843858162,6810,4,25.418228700574012,100.0,SUNNYVALE,0.0,15.6736272288374,26.926472442930997,450307639.0,150102546.33333334,146566.0,159933.0
SUTTER,185.0,0.0,2220.0,0.0,12.8399316662954,1,1,0.0,100.0,,,,,,,,
SUTTER CREEK,145804.84168200006,-816.02113064,1630460.7836928002,-8656.35351922,135809.83838382314,35,1,0.0,100.0,SUTTER CREEK,0.0,26.540646555383397,52.9574977929121,4552576.0,1517525.333333333,56864.0,4675.0
TAFT,396875.14720770024,-1794.4958406359995,3671881.8874294,-15860.018223871999,276790.1178080203,484,2,2.7252941291989554,100.0,TAFT,0.666666666666667,39.726412437606,75.621137596166,12051096.0,4017032.0,35718.0,17248.0
TECOPA,0.0,0.0,0.0,0.0,40906.4399,1,1,0.0,100.0,,,,,,,,
TEMECULA,37.2,-0.0339,446.4,-0.4068,95.67492916655969,1,1,0.0,100.0,TEMECULA,0.0,15.2136998831456,25.671585319712502,276748683.0,92249561.0,99653.0,127231.0
TEMPLETON,267609.5149515,-1198.5092200000004,2669110.995038699,-14026.0167329,148648.72382093835,164,3,11.937216360385658,100.0,TEMPLETON,0.0,10.6595058444796,14.7685710682306,,,92588.0,14011.0
THOUSAND OAKS,47700.0818,-70.92794772,238500.409,-354.63973860000004,290420.49715785385,6,1,0.0,100.0,THOUSAND OAKS,0.0,11.339889270123502,16.1369655694287,226976306.0,75658768.66666667,121187.5,79305.0
TIBURON,79436.78999999969,-279.6278,579321.1140000027,-1825.6398,39140.96877491924,180,1,0.0,100.0,,,,,,,,
TOMALES,130320.26211,-1303.67193,1521147.0253,-15353.728959999999,77193.2471487415,16,2,0.0,100.0,,,,,,,,
TORRANCE,189239.05936,-118.23371111899996,1710864.4883279996,-984.729376424,414119.04958079115,39,2,0.0,100.0,TORRANCE,0.162162162162162,25.3269619481233,50.4792533736915,512015370.0,170671790.0,89463.5,182791.0
TRACY,2017663.0310700017,-3200.360451878996,19662874.308779974,-32364.528314897012,1200237.6765080276,1725,4,12.81817607518438,100.0,TRACY,0.25,33.5751184082983,65.8468911590365,226114037.0,75371345.66666667,82916.5,123469.0
TRINIDAD,26761.859,-451.0681402999999,295044.9896,-4947.903961499998,24406.352280246298,28,2,0.0,100.0,TRINIDAD,0.0,13.0274848000897,20.1286416950435,1812274.0,604091.3333333335,47583.0,2775.0
TRUCKEE,1478.52,-8.5988,15432.64,-86.8652,1633.5295791745934,3,1,0.0,100.0,TRUCKEE,0.0,6.40704028123351,5.5240257283390095,82745031.0,27581677.0,110808.0,18279.0
TULARE,71650.62,0.0,573204.96,0.0,17927.502016994298,1,1,0.0,100.0,TULARE,0.42857142857142894,39.04573035784421,74.5049817127002,111458928.0,37152976.0,47017.0,72613.0
TUOLUMNE,13080.141679999999,-161.45472999999996,129254.673472,-1580.786192,13533.584917287875,3,1,0.0,100.0,,,,,,,,
TUSTIN,5827.094000000001,0.0,69925.12800000001,0.0,2353.142921375498,4,2,0.0,100.0,TUSTIN,0.0,22.6283403086644,44.393996720898,159816348.0,53272116.0,88761.0,88473.0
TWAIN HARTE,54775.90684,-591.1639200000002,504813.87913599994,-5279.577888000001,57310.948104984345,13,1,0.0,100.0,,,,,,,,
UKIAH,231261.23709,-972.201278373,2468965.3916700003,-10629.748951790003,170084.46518007756,28,2,0.0,100.0,UKIAH,0.0,24.680631932132396,49.3126497666793,50276065.0,16758688.333333336,49135.0,26453.0
UNION CITY,365581.34628000023,-1184.9752000000012,3738122.7587499917,-12236.764834999969,249485.9453552473,977,2,36.66554944904581,100.0,UNION CITY,0.125,23.399883823663398,46.0903014251482,154635136.0,51545045.33333334,116875.0,81064.0
UPPER LAKE,43171.26598,-190.423390452,442094.71298499993,-1831.118667312,25062.1837400344,8,1,0.0,100.0,,,,,,,,
VACAVILLE,4863504.318328016,-10956.180420222,49640437.81024088,-104143.81932298944,2187779.376577306,3044,4,24.2613700796733,100.0,VACAVILLE,0.0,17.037000484081698,30.5082608147308,261334918.0,87111639.33333333,94659.0,106828.0
VALENCIA,16728.0,0.0,200736.0,0.0,9729.72396638174,4,1,0.0,100.0,VALENCIA,0.0,13.6879637262731,21.692521124984196,,,111042.0,70275.0
VALLEJO,1609408.4617811285,-8678.15114213005,16584409.789386135,-84310.18348769902,894711.6524824974,1327,3,8.04126100835583,100.0,VALLEJO,0.161290322580645,24.2948173438712,48.455038466389205,263619424.0,87873141.33333333,70417.0,122876.0
VALLEY ACRES,134882.92,-673.8960000000001,1397412.91166,-6996.13647,52416.683173103615,2,1,0.0,100.0,,,,,,,,
VALLEY FORD,10135.18057,-147.4812895,50675.90283,-737.4064473,5333.829549687921,2,2,0.0,100.0,,,,,,,,
VALLEY SPRINGS,18282.88626,-103.95414,202166.53992,-1146.681504,19284.46529210644,4,1,7.307332600500512,100.0,VALLEY SPRINGS,0.0,20.839728518538198,40.049186530457796,,,72865.0,17895.0
VENTURA,906599.361168,36753.986211284,13021453.00584,588244.331056428,823356.7688475284,9,1,0.0,100.0,VENTURA,0.08,19.7821103948556,37.810568798083,278789652.0,92929884.0,78115.0,109566.0
VERNALIS,20922.3,0.0,303730.56,0.0,16541.046923938,1,1,0.0,100.0,,,,,,,,
VICTORVILLE,94067.20521199993,-139.93424326599998,821031.2200168001,-1134.9866891719996,301762.67425531603,36,2,0.0,100.0,VICTORVILLE,0.1875,33.1444064662898,65.165846891159,170667834.0,56889278.0,54880.0,135177.0
VISALIA,6415752.218220003,-156.6540549,95919140.93526,-1215.5852205,948406.2337315419,21,1,0.0,100.0,VISALIA,0.33333333333333304,33.892560841359604,66.4459578761509,269522684.0,89840894.66666667,58713.0,159505.0
WALNUT CREEK,204788.53301999997,-666.5102750000002,1825942.5373949981,-6322.20507170001,149316.04802600382,545,1,12.360451696082064,100.0,WALNUT CREEK,0.0,9.0488538661934,10.947156009585099,183611285.0,61203761.66666666,122536.5,97658.0
WASCO,220766.30008000002,-1312.78346478,2062786.2519105,-10935.75165811,89943.98630122775,50,1,0.0,100.0,WASCO,0.5,48.1169237359895,86.84575608525671,23647051.0,7882350.333333332,43879.0,27297.0
WATSONVILLE,2835102.8418400013,-13809.312024260002,24891487.446569994,-120979.2667354,1534907.8345899843,289,2,54.13464208357679,100.0,WATSONVILLE,0.133333333333333,22.8393202942374,44.74713078572329,115522757.0,38507585.66666666,68214.0,88671.0
WEITCHPEC,15176.4741,-84.7062036,75882.37049999999,-423.53101804000005,9106.357239055002,5,1,0.0,100.0,,,,,,,,
WEOTT,7155.2385,-107.0568,78508.1124,-1150.35264,7059.032136028231,2,1,0.0,100.0,,,,,,,,
WEST COVINA,0.0,0.0,0.0,0.0,134816.995876469,1,1,0.0,100.0,WEST COVINA,0.166666666666667,31.516248474517997,62.2714087526801,167832707.0,55944235.66666666,88330.5,104339.0
WEST HOLLYWOOD,19595.5515,-29.137733099999995,97977.7575,-145.6886655,48607.49522473937,8,1,0.0,100.0,WEST HOLLYWOOD,0.0,19.0764812371888,35.9818388195233,221253537.0,73751179.0,94315.0,20977.0
WEST SACRAMENTO,413489.9282,-1424.5980799999998,4150214.539089999,-15760.231549999995,258486.19086547405,64,2,46.964692308889674,100.0,WEST SACRAMENTO,0.375,29.459992504130103,57.8698448732501,202036329.0,67345443.0,82773.5,45454.0
WESTLAKE VILLAGE,1275.9894,-1.89734076,6379.946999999999,-9.4867038,2837.904674735151,1,1,0.0,100.0,WESTLAKE VILLAGE,0.0,11.599060016312402,16.445957876150903,37535299.0,12511766.333333336,110840.5,17146.0
WESTLEY,50884.02,-139.68,650928.24,-2234.88,33596.997500871104,3,1,0.0,100.0,,,,,,,,
WHEATLAND,39460.0,0.0,473520.0,0.0,2665.7497489298103,206,1,0.0,100.0,WHEATLAND,0.0,25.7519471623153,51.242275192331896,6414899.0,2138299.666666666,77303.0,4652.0
WHITTIER,46504.62,-8.91,580959.81,-103.95,27780.549579271847,4,1,0.0,100.0,WHITTIER,0.4,36.5148097345115,70.8601336864674,129417527.0,43139175.66666666,74819.0,183516.0
WILDOMAR,5019.6313439999985,-4.370541084,25098.156720000006,-21.85270542,12383.84426616229,11,1,0.0,100.0,WILDOMAR,0.0,22.919263281156102,45.0245932652289,29236953.0,9745651.0,85335.0,34552.0
WILLIAMS,146558.79486,-457.49780703,1705506.6448800003,-5271.708945099998,68066.72809850724,7,1,31.933874632391557,100.0,WILLIAMS,0.0,25.818314264099804,51.406230293858,11785217.0,3928405.666666666,66143.0,5963.0
WILLITS,188872.042003,-1473.3999065899998,1970209.1685274,-14627.942888069994,148690.59382727928,20,1,0.0,100.0,WILLITS,0.0,19.9264286671577,37.741203178206604,12618622.0,4206207.333333333,47007.0,12690.0
WILLOW CREEK,15709.8918,-133.4654982,120488.7266,-1106.991571,20594.447160213334,7,1,0.0,100.0,,,,,,,,
WILLOWS,21903.578999999994,-109.889999982,210352.9446,-1016.69039996,24265.410870494237,7,1,54.44533798676389,100.0,WILLOWS,0.0,35.1167246985587,68.6341278849792,10963024.0,3654341.333333334,44004.0,7118.0
WINDSOR,436177.6797560004,-893.1963382500003,5060097.4430626985,-9490.148611200004,112789.16863639408,1386,2,0.0,100.0,WINDSOR,0.0,16.0893072530271,28.2381132551394,50138809.0,16712936.333333336,105544.0,21434.0
WINTON,2775.0,0.0,33300.0,0.0,9236.81689385088,29,2,99.86099181337194,100.0,WINTON,1.0,42.8365181548642,79.9785597174927,,,48057.5,9800.0
WOODACRE,4116.907125,-66.04919,40166.5957,-643.335576,3656.967931318825,8,1,0.0,100.0,,,,,,,,
WOODLAND,526910.0579199999,-288.6821886200001,5986636.617740001,-3137.0432031000005,278715.82626769267,358,2,9.537818638722793,100.0,WOODLAND,0.0,19.0314106667702,35.8683314415437,134378568.0,44792856.0,71184.0,68805.0
YORBA LINDA,100589.028,-23.217678,1207068.336,-278.61213599999996,230594.6335050032,12,1,100.0,100.0,YORBA LINDA,0.0,14.3793023387005,23.4329675873377,108191037.0,36063679.0,137520.5,63982.0
YOSEMITE NATIONAL PARK,8894.0,-51.06,78267.2,-449.328,18234.382541165127,4,1,0.0,100.0,YOSEMITE NATIONAL PARK,0.0,20.1476909671346,38.743851683692796,,,55994.0,1702.0
YOUNTVILLE,16598.67248,-37.547,158077.8507456,-258.09656,4901.8351742278755,57,2,0.0,100.0,YOUNTVILLE,0.0,10.848487787828901,14.9073023079834,32212771.0,10737590.333333334,69300.0,2987.0
YUBA CITY,898299.6067600001,-1693.655181013,9530011.21044,-20746.770355010005,637530.085903786,450,3,25.822801416713137,100.0,YUBA CITY,0.0625,25.733872666083396,51.2359692268886,95292052.0,31764017.33333333,60333.5,77902.0
