city,kWh,budget,claims,programs,obf,resource,dac,ces_score,ces_percentile,income,population,ruca,revenue,predicted_revenue,number,total_wa,perc_wa,total_ba,perc_ba,total_ia,perc_ia,total_aa,perc_aa,total_na,perc_na,total_mixed,perc_mixed,total_twoormoreraces,perc_twoormoreraces
ROHNERT PARK,796559.6046,421318.1182,1889,1,23.16492731,100,0,12.93589326,19.86379115,65119,38042,1,88150550,88150550,315,27680,0.72761684,1005,0.02641817,42,0.00110404,2507,0.06590085,15,0.0003943,4885,0.1284107,1908,0.05015509
ROSEMEAD,32452.24488,3965875.058,58,25,0,40.41842836,0.5,39.64140399,75.46348846,61046,61315,1,59057151,59057151,316,9195,0.1499633,375,0.00611596,367,0.00598548,37565,0.61265596,11,0.0001794,12795,0.20867651,1007,0.01642339
ROSEVILLE,2610,130.066063,9,1,0,100,0,13.03738161,20.17908942,88314.5,142410,1,319452085,319452085,317,109876,0.77154694,3116,0.02188049,872,0.00612317,15516,0.10895302,550,0.00386209,4936,0.03466049,7544,0.05297381
SACRAMENTO,29903,16421.66873,162,2,0.9071779839,100,0.2386363636,29.2166479,58.0653298,57258.5,821850,1,1263401000,1263401000,318,403261,0.4906747,101211,0.12315021,6166,0.00750259,141616,0.17231368,11851,0.01441991,93941,0.11430431,63804,0.0776346
SAINT HELENA,95324.37966,43824.5674,31,1,0,100,0,15.80106435,27.3174423,91889,7947,8,,-133283927.7,319,6697,0.84270794,99,0.01245753,7,0.00088084,138,0.01736504,0,0,926,0.11652196,80,0.01006669
SALINAS,5466769.433,3053607.515,726,3,19.25831466,100,0.05,26.33470027,52.553916,71607,199851,6,389086044,389086044,320,85006,0.42534688,3532,0.01767317,1343,0.00672001,11519,0.05763794,678,0.00339253,89682,0.44874431,8091,0.04048516
SAN ANSELMO,263893.8812,229761.9531,140,1,0,100,0,3.973132251,1.879177702,142072.5,17184,1,52211107,52211107,321,15526,0.9035149,165,0.00960196,0,0,578,0.03363594,0,0,409,0.02380121,506,0.029446
SAN BERNARDINO,223875.54,90805.97867,2,2,0,100,0.7254901961,46.91061761,85.35754824,47970.5,278008,5,335935687,335935687,322,168148,0.60483152,34210,0.12305401,1711,0.0061545,10362,0.03727231,1282,0.00461138,48979,0.17617838,13316,0.0478979
SAN BRUNO,132328.8681,119661.5405,232,1,0,100,0.1111111111,15.97754578,27.67057637,122308,43101,1,98367969,98367969,323,19095,0.44302916,426,0.00988376,54,0.00125287,13384,0.31052644,1256,0.02914086,5550,0.12876731,3336,0.0773996
SAN CARLOS,863095.4914,402278.1941,43,2,16.26497369,100,0,7.880444239,8.172531215,189914,32112,1,114221909,114221909,324,23931,0.74523543,285,0.00887519,26,0.00080967,4996,0.15558047,54,0.00168161,826,0.02572247,1994,0.06209517
SAN DIEGO,0,20892804.11,104,8,0,0,0.09578544061,17.1951482,30.82355909,77448,1335542,1,4139432802,4139432802,325,852385,0.63823152,90004,0.06739137,6597,0.00493957,232361,0.17398255,5668,0.00424397,76269,0.05710715,72258,0.05410388
SAN FRANCISCO,13683306.83,33332781.1,2566,10,1.7252794,41.9634864,0.0612244898,14.76133906,24.53651154,115882.5,874961,6,13200899836,13200899836,326,406056,0.46408468,45556,0.05206632,3223,0.00368359,301018,0.34403591,3188,0.00364359,67207,0.07681142,48713,0.05567448
SAN GABRIEL,19004.4,4752.896799,1,1,0,100,0.1538461538,25.32997012,50.43511162,70618,62324,1,92436618,92436618,327,13648,0.21898466,520,0.0083435,191,0.00306463,36627,0.58768693,71,0.00113921,9609,0.15417817,1658,0.02660291
SAN GERONIMO,7242.578,3574.055353,7,1,0,100,0,1.848289067,0.2900744104,97321,3371,1,,-156257710.7,328,3006,0.89172352,3,0.00088994,22,0.00652625,16,0.00474637,10,0.00296648,213,0.063186,101,0.02996144
SAN JACINTO,9691.655944,121099.359,8,1,0,100,0.1,28.18148686,56.28704755,50020,61157,1,40924212,40924212,329,43453,0.71051556,4232,0.06919895,1622,0.0265219,1771,0.02895825,26,0.00042514,7347,0.12013343,2706,0.04424677
SAN JOSE,8691236.961,4926402.337,4821,4,46.85272528,100,0.07070707071,19.25478188,36.43586833,108125,1047701,1,2915456970,2915456970,330,420709,0.40155445,30850,0.02944542,6164,0.00588336,371379,0.35447041,4484,0.00427985,157897,0.15070807,56218,0.05365844
SAN JUAN BAUTISTA,148144.247,83644.50286,91,3,0,100,0,27.23503082,54.3069744,92423,6263,3,4032237,4032237,331,4808,0.76768322,4,0.00063867,0,0,404,0.06450583,13,0.00207568,635,0.10138911,399,0.06370749
SAN LEANDRO,1444334.551,966954.5272,3751,3,1.987679266,100,0.1363636364,30.26975556,59.96973137,78295,118450,1,289621805,289621805,332,44045,0.37184466,14351,0.12115661,1097,0.00926129,38173,0.322271,1123,0.00948079,12236,0.10330097,7425,0.06268468
SAN LORENZO,59093.4857,38864.77771,39,1,0,100,0,23.83273565,47.16862152,96856.5,30688,1,,-19112861.43,333,15108,0.4923097,1395,0.04545751,352,0.01147028,7456,0.24296142,517,0.01684698,4142,0.13497132,1718,0.05598279
SAN LUIS OBISPO,622925.4062,277676.4409,626,3,5.467203328,100,0,11.85025369,17.24050952,69512,65313,1,176469386,176469386,334,51700,0.79157289,2828,0.04329919,380,0.00581814,4646,0.07113438,38,0.00058181,2955,0.04524367,2766,0.04234992
SAN MARINO,32779.5,21210.96697,18,1,0,100,0,8.693052429,10.16521629,165208.5,13194,1,61287251,61287251,335,4157,0.31506745,246,0.01864484,0,0,7979,0.60474458,27,0.00204638,379,0.02872518,406,0.03077156
SAN MARTIN,610856.5,463943.7159,11,1,0,100,0,27.36748698,54.69163829,112964.5,9665,2,,-124658718.1,336,7536,0.77972064,211,0.02183135,95,0.00982928,610,0.06311433,35,0.00362131,654,0.06766684,524,0.05421624
SAN MATEO,1578122.95,739052.3031,3753,3,6.673942037,100,0,12.21017894,18.17379241,144479,143097,1,343379295,343379295,337,72781,0.50861304,2951,0.02062238,480,0.00335437,42794,0.29905589,2742,0.01916183,12243,0.08555735,9106,0.06363516
SAN PABLO,321706.5063,200685.9206,328,2,0,100,0.4545454545,37.91161714,73.03569176,64327,63422,1,122697588,122697588,338,24559,0.38723156,9976,0.15729558,343,0.00540822,11563,0.18231844,352,0.00555012,13691,0.21587146,2938,0.04632462
SAN RAFAEL,1119960.679,875477.2003,3558,2,26.31002978,100,0,10.72676884,14.66767562,96313,72139,1,210321883,210321883,339,49713,0.68912793,1009,0.01398689,508,0.00704196,4892,0.06781353,372,0.00515671,11856,0.16434938,3789,0.0525236
SAN RAMON,517024.39,149317.1351,2142,2,1.704857196,100,0,6.177989246,5.032160424,149437.5,86097,1,124315838,124315838,340,37760,0.4385751,1902,0.02209136,275,0.00319407,39226,0.4556024,268,0.00311277,1428,0.01658594,5238,0.06083836
SANGER,337088.147,100033.9402,785,2,0,100,0.375,33.81499162,66.12435364,73114.5,47464,2,31723224,31723224,341,33499,0.70577701,308,0.00648913,647,0.01363138,3917,0.0825257,24,0.00050565,7571,0.15951037,1498,0.03156076
SANTA ANA,1236913.901,660939.0923,33,1,96.47024788,100,0.2833333333,34.30430864,67.22159163,72977,369465,1,599152417,599152417,342,161171,0.43622806,4134,0.01118915,1889,0.0051128,45726,0.12376274,981,0.00265519,147472,0.39915012,8092,0.02190194
SANTA BARBARA,411744.3327,747495.3978,137,3,28.91033618,100,0,10.42881989,14.07491487,94509,145719,2,343060421,343060421,343,115380,0.79179791,2267,0.01555734,1550,0.01063691,6165,0.04230745,60,0.00041175,15157,0.10401526,5140,0.03527337
SANTA CLARITA,11225.8,6543.937515,5,1,0,100,0,11.45789193,16.02976416,113299,51656,2,331043409,331043409,344,39759,0.76968794,1343,0.02599892,301,0.00582701,4799,0.09290305,96,0.00185845,2934,0.05679882,2424,0.04692582
SANTA CRUZ,2629816.759,1463472.83,263,4,53.46282133,100,0,12.70988003,19.42237357,83911,106510,1,227343878,227343878,345,82849,0.77785184,1673,0.01570745,508,0.00476951,7851,0.07371139,191,0.00179326,7068,0.06635997,6370,0.05980659
SANTA MARGARITA,4618.12752,3114.482086,2,1,0,100,0,16.06286718,27.87236726,94133,6793,1,,-139077578.4,346,6387,0.94023259,121,0.01781245,32,0.00471073,132,0.01943177,0,0,45,0.00662447,76,0.01118799
SANTA MARIA,4346289.79,1681966.298,2646,3,3.487358423,100,0,20.81678144,40.35817884,73568.5,158111,2,176067163,176067163,347,131065,0.82894296,1984,0.01254815,1495,0.00945538,7189,0.04546806,220,0.00139143,10876,0.06878712,5282,0.03340691
SANTA MONICA,1048313.962,1017249.869,212,2,60.74468547,100,0.05263157895,21.46840917,41.99772985,95417,91577,1,833735521,833735521,348,69539,0.75935006,4100,0.04477107,284,0.00310122,9299,0.10154296,101,0.0011029,2869,0.03132883,5385,0.05880297
SANTA PAULA,33680.04478,53051.10028,18,1,27.40905089,100,0,23.02319783,45.21377223,69960,39386,2,34632590,34632590,349,33849,0.85941705,586,0.01487838,357,0.00906413,648,0.01645255,2,5.08E-05,2572,0.06530239,1372,0.03483471
SANTA ROSA,7937848.786,3415741.144,11014,5,3.089814525,100,0.02564102564,17.33482715,31.20191701,76341,219348,1,408725410,408725410,350,149584,0.68194832,5176,0.02359721,2561,0.01167551,10897,0.04967905,1266,0.00577165,36683,0.16723654,13181,0.06009173
SARATOGA,231117.2626,103323.8453,207,2,58.72721256,100,0,6.433643291,5.530331694,194503,30858,1,56055186,56055186,351,14856,0.48143107,140,0.00453691,64,0.00207402,14520,0.47054248,0,0,138,0.0044721,1140,0.03694342
SAUSALITO,101756.1227,92215.04446,75,1,0,100,0,9.616915982,12.33446841,105913,10548,1,39365612,39365612,352,8287,0.78564657,749,0.07100872,15,0.00142207,437,0.04142965,0,0,544,0.05157376,516,0.04891923
SCOTIA,40224.4329,28432.24261,8,1,0,100,0,21.77249054,42.5904906,39778,4347,7,,-151357708.1,353,3706,0.85254198,22,0.00506096,117,0.02691511,84,0.01932367,0,0,93,0.02139406,325,0.07476421
SCOTTS VALLEY,462066.207,220525.3763,54,1,51.51340077,100,0,6.997327605,6.583427923,107500,8746,1,31563210,31563210,354,7152,0.81774526,53,0.00605991,100,0.0114338,682,0.0779785,0,0,397,0.04539218,362,0.04139035
SEASIDE,1117590.4,542886.4871,1254,2,65.81169469,100,0,16.82425784,29.92180603,56359,26914,1,86167784,86167784,355,16720,0.62123802,2002,0.07438508,120,0.00445865,2812,0.10448094,763,0.02834956,2764,0.10269748,1733,0.06439028
SEBASTOPOL,348052.3002,186586.0433,167,1,0,100,0,11.81940291,17.13961407,92198,25746,2,24836702,24836702,356,22674,0.88068049,246,0.00955488,40,0.00155364,426,0.01654626,30,0.00116523,926,0.03596675,1404,0.05453274
SELMA,180001.962,100866.2172,1036,1,0,100,1,50.50260285,89.37444823,46896.5,35199,3,42445076,42445076,357,27570,0.78326089,353,0.01002869,248,0.00704565,1321,0.03752948,200,0.00568198,4357,0.12378193,1150,0.03267138
SHAFTER,1043188.859,428008.1034,104,1,5.313099098,100,1,46.87337502,85.28818262,46052,23656,2,63669637,63669637,358,19279,0.81497295,612,0.02587082,53,0.00224045,143,0.00604498,0,0,3133,0.13243997,436,0.01843084
SHINGLE SPRINGS,158718.3804,113514.3019,19,1,0,100,0,9.496108145,11.97502838,86543.5,34244,1,,-1259982.849,359,30230,0.88278239,327,0.00954912,101,0.00294942,1568,0.04578904,107,0.00312463,768,0.02242729,1143,0.03337811
SIMI VALLEY,2309.553648,5119.148931,3,1,0,100,0,17.59676871,32.00908059,93237,128176,1,193391526,193391526,360,100962,0.78768256,1651,0.01288073,493,0.00384627,13147,0.1025699,206,0.00160717,5290,0.04127138,6427,0.05014199
SODA SPRINGS,320,14.91231423,1,1,0,100,0,17.09184826,30.5839324,56500,3754,5,,-154334861.3,361,3385,0.90170485,76,0.02024507,5,0.00133191,199,0.05301012,0,0,7,0.00186468,82,0.02184337
SOLEDAD,997892.5187,444892.45,637,2,44.9972617,100,0,26.24812937,52.37734897,66655.5,24958,4,26247590,26247590,362,11810,0.47319497,2470,0.09896626,186,0.00745252,438,0.01754948,92,0.00368619,8932,0.35788124,1030,0.04126933
SOLVANG,28023,1920.180568,149,1,0,100,0,11.36137432,15.87842099,82940,6445,4,24223243,24223243,363,5868,0.91047324,74,0.01148177,21,0.00325834,162,0.02513576,0,0,191,0.02963538,129,0.02001552
SOMES BAR,1880.0811,1493.192987,1,1,0,100,0,12.15129708,17.94677765,36960,1834,10,,-163974210.8,364,1245,0.67884406,21,0.01145038,265,0.14449291,18,0.00981461,4,0.00218103,12,0.00654308,269,0.14667394
SOMIS,82127.99682,56464.99997,2,1,0,100,0,22.20211742,43.41026611,98565,8366,2,,-131180340.5,365,6988,0.83528568,314,0.03753287,36,0.00430313,198,0.02366722,0,0,551,0.06586182,279,0.03334927
SONOMA,515944.8252,251138.4499,337,2,7.12512258,100,0,13.38187621,21.03039475,82737.5,36263,7,42831807,42831807,366,28799,0.79417037,255,0.00703196,67,0.00184761,731,0.02015829,36,0.00099275,5022,0.13848827,1353,0.03731076
SONORA,217479.3296,158242.837,18,1,10.97791303,100,0,19.88699362,37.34392736,56070,21270,4,20450527,20450527,367,18524,0.87089798,145,0.00681711,305,0.01433945,437,0.02054537,42,0.00197461,725,0.03408557,1092,0.05133992
SOQUEL,246206.244,148153.7727,26,1,0,100,0,6.356260832,5.372682558,105221,3229,1,,-156970621,368,2902,0.89873026,3,0.00092908,0,0,78,0.02415609,0,0,48,0.01486528,198,0.06131929
SOUTH EL MONTE,38319.1874,76799.50765,23,1,0,100,1,55.12307837,93.26522891,49417.5,39515,1,39193055,39193055,369,16269,0.41171707,173,0.00437808,317,0.00802227,7619,0.19281286,302,0.00764267,14168,0.35854739,667,0.01687967
SOUTH PASADENA,28545.70572,47852.57619,6,1,0,100,0,10.46228801,14.12536259,120521,25661,1,69222562,69222562,370,14239,0.55488874,922,0.03593001,59,0.00229921,7818,0.30466467,0,0,1078,0.04200927,1545,0.0602081
SOUTH SAN FRANCISCO,628629.7601,263871.3339,55,1,12.68754967,100,0.1818181818,18.2830425,33.97654181,106402,67118,1,294543622,294543622,371,23162,0.34509372,1243,0.01851962,203,0.00302452,27323,0.40708901,739,0.01101046,10515,0.15666438,3933,0.05859829
STANFORD,10360,7983.035467,56,1,0,100,0,8.874482723,10.86517846,63000,20872,1,,-68394035.82,372,12241,0.58647949,653,0.03128593,156,0.00747413,5754,0.27568034,31,0.00148524,516,0.02472212,1521,0.07287275
STEVENSON RANCH,20073.6,9165.00476,1,1,0,100,0,13.84808485,22.93479632,134546.5,12035,2,,-112760146.1,373,7376,0.6128791,599,0.0497715,0,0,2762,0.2294973,0,0,373,0.03099294,925,0.07685916
STOCKTON,5587206.633,3763514.386,8264,5,7.430532517,100,0.6301369863,42.2460576,79.13986631,49219,363335,6,702319574,702319574,374,179683,0.4945381,36107,0.09937661,2490,0.00685318,65114,0.17921202,1920,0.00528438,36489,0.10042798,41532,0.11430773
SUISUN CITY,912587.2751,439094.8635,559,2,6.410450712,100,0,20.66799941,40.0176567,79974,26469,1,31694227,31694227,375,10996,0.41542937,5445,0.20571234,123,0.00464695,5789,0.21870868,107,0.00404246,1827,0.06902414,2182,0.08243606
SUN CITY,22106.68198,110512.1746,5,1,0,100,0,23.04033901,45.26421995,69531,63822,1,,147236204.6,376,42199,0.66119833,2719,0.04260286,461,0.00722321,2452,0.03841935,278,0.00435586,12783,0.20029144,2930,0.04590893
SUNNYVALE,2615312.522,1043242.844,6810,4,25.4182287,100,0,15.67362723,26.92647244,146566,159933,1,450307639,450307639,377,62802,0.39267693,2519,0.01575035,812,0.00507713,75864,0.47434863,438,0.00273865,9586,0.0599376,7912,0.04947072
SUTTER CREEK,145804.8417,135809.8384,35,1,0,100,0,26.54064656,52.95749779,56864,4675,7,4552576,4552576,378,4343,0.92898396,9,0.00192513,4,0.00085561,56,0.01197861,0,0,46,0.00983957,217,0.04641711
TAFT,396875.1472,276790.1178,484,2,2.725294129,100,0.6666666667,39.72641244,75.6211376,35718,17248,4,12051096,12051096,379,14543,0.84317022,136,0.00788497,41,0.00237709,263,0.01524814,5,0.00028989,1455,0.08435761,805,0.04667208
TEMECULA,37.2,95.67492917,1,1,0,100,0,15.21369988,25.67158532,99653,127231,2,276748683,276748683,380,88123,0.69262208,5250,0.04126353,874,0.0068694,11429,0.08982874,713,0.00560398,11839,0.09305122,9003,0.07076106
TEMPLETON,267609.515,148648.7238,164,3,11.93721636,100,0,10.65950584,14.76857107,92588,14011,1,,-102839648.9,381,12953,0.9244879,98,0.0069945,297,0.02119763,69,0.0049247,0,0,92,0.00656627,502,0.03582899
THOUSAND OAKS,47700.0818,290420.4972,6,1,0,100,0,11.33988927,16.13696557,121187.5,79305,1,226976306,226976306,382,65126,0.82120926,1026,0.01293739,489,0.00616607,6880,0.08675367,117,0.00147532,1777,0.02240716,3890,0.04905113
TORRANCE,189239.0594,414119.0496,39,2,0,100,0.1621621622,25.32696195,50.47925337,89463.5,182791,1,512015370,512015370,383,77144,0.42203391,6834,0.03738696,1064,0.00582086,63835,0.34922398,826,0.00451882,21463,0.11741825,11625,0.06359722
TRACY,2017663.031,1200237.677,1725,4,12.81817608,100,0.25,33.57511841,65.84689116,82916.5,123469,2,226114037,226114037,384,68788,0.5571277,6898,0.05586827,453,0.00366894,24051,0.19479383,1270,0.01028598,10501,0.08504969,11508,0.09320558
TRINIDAD,26761.859,24406.35228,28,2,0,100,0,13.0274848,20.1286417,47583,2775,5,1812274,1812274,385,2507,0.90342342,0,0,132,0.04756757,21,0.00756757,0,0,6,0.00216216,109,0.03927928
TRUCKEE,1478.52,1633.529579,3,1,0,100,0,6.407040281,5.524025728,110808,18279,4,82745031,82745031,386,16755,0.91662564,101,0.00552547,19,0.00103944,201,0.01099623,83,0.00454073,826,0.04518847,294,0.01608403
TULARE,71650.62,17927.50202,1,1,0,100,0.4285714286,39.04573036,74.50498171,47017,72613,2,111458928,111458928,387,58057,0.79954003,2515,0.03463567,821,0.01130652,1107,0.0152452,137,0.00188671,7321,0.10082217,2655,0.0365637
TUSTIN,5827.094,2353.142921,4,2,0,100,0,22.62834031,44.39399672,88761,88473,1,159816348,159816348,388,44952,0.50808721,2256,0.0254993,261,0.00295005,20738,0.2343992,233,0.00263357,16155,0.18259808,3878,0.04383258
UKIAH,231261.2371,170084.4652,28,2,0,100,0,24.68063193,49.31264977,49135,26453,4,50276065,50276065,389,21165,0.80009829,289,0.01092504,1029,0.03889918,969,0.03663101,50,0.00189014,1428,0.05398254,1523,0.05757381
UNION CITY,365581.3463,249485.9454,977,2,36.66554945,100,0.125,23.39988382,46.09030143,116875,81064,1,154635136,154635136,390,17380,0.2143985,4072,0.05023192,489,0.00603227,42689,0.52660861,1677,0.02068736,9520,0.11743807,5237,0.06460328
VACAVILLE,4863504.318,2187779.377,3044,4,24.26137008,100,0,17.03700048,30.50826081,94659,106828,2,261334918,261334918,391,70735,0.66213914,10442,0.09774591,808,0.00756356,8121,0.0760194,928,0.00868686,7476,0.06998165,8318,0.07786348
VALENCIA,16728,9729.723966,4,1,0,100,0,13.68796373,21.69252112,111042,70275,2,,179633455.9,392,48822,0.69472785,2569,0.03655639,373,0.00530772,11333,0.16126645,26,0.00036998,2743,0.03903237,4409,0.06273924
VALLEJO,1609408.462,894711.6525,1327,3,8.041261008,100,0.1612903226,24.29481734,48.45503847,70417,122876,1,263619424,263619424,393,43704,0.35567564,25162,0.20477555,456,0.00371106,28277,0.23012631,1235,0.01005078,15549,0.12654221,8493,0.06911846
VALLEY SPRINGS,18282.88626,19284.46529,4,1,7.307332601,100,0,20.83972852,40.04918653,72865,17895,3,,-83340048.06,394,16269,0.90913663,131,0.00732048,50,0.00279408,370,0.02067617,0,0,125,0.00698519,950,0.05308745
VENTURA,906599.3612,823356.7688,9,1,0,100,0.08,19.78211039,37.8105688,78115,109566,2,278789652,278789652,395,93197,0.85060146,1591,0.01452093,986,0.00899914,4136,0.03774894,56,0.00051111,4145,0.03783108,5455,0.04978734
VICTORVILLE,94067.20521,301762.6743,36,2,0,100,0.1875,33.14440647,65.16584689,54880,135177,1,170667834,170667834,396,89060,0.65883989,21172,0.15662428,1232,0.00911398,4774,0.03531666,186,0.00137597,10754,0.07955495,7999,0.05917427
VISALIA,6415752.218,948406.2337,21,1,0,100,0.3333333333,33.89256084,66.44595788,58713,159505,1,269522684,269522684,397,112384,0.70457979,3146,0.01972352,1852,0.01161092,8619,0.05403592,216,0.00135419,26440,0.16576283,6848,0.04293282
WALNUT CREEK,204788.533,149316.048,545,1,12.3604517,100,0,9.048853866,10.94715601,122536.5,97658,1,183611285,183611285,398,73396,0.75156157,2099,0.02149337,140,0.00143357,14136,0.14475005,396,0.00405497,1831,0.0187491,5660,0.05795736
WASCO,220766.3001,89943.9863,50,1,0,100,0.5,48.11692374,86.84575609,43879,27297,4,23647051,23647051,399,22142,0.81115141,1649,0.06040957,193,0.00707037,179,0.0065575,30,0.00109902,2340,0.08572371,764,0.02798842
WATSONVILLE,2835102.842,1534907.835,289,2,54.13464208,100,0.1333333333,22.83932029,44.74713079,68214,88671,2,115522757,115522757,400,52227,0.58899753,663,0.00747708,652,0.00735302,2538,0.02862266,54,0.00060899,30117,0.33964881,2420,0.0272919
WEST COVINA,0,134816.9959,1,1,0,100,0.1666666667,31.51624847,62.27140875,88330.5,104339,1,167832707,167832707,401,36712,0.35185309,4333,0.0415281,629,0.00602843,31938,0.30609839,318,0.00304776,25272,0.24221049,5137,0.04923375
WEST HOLLYWOOD,19595.5515,48607.49522,8,1,0,100,0,19.07648124,35.98183882,94315,20977,1,221253537,221253537,402,17531,0.83572484,550,0.02621919,41,0.00195452,1427,0.06802689,49,0.00233589,373,0.01778138,1006,0.04795729
WEST SACRAMENTO,413489.9282,258486.1909,64,2,46.96469231,100,0.375,29.4599925,57.86984487,82773.5,45454,1,202036329,202036329,403,29698,0.65336384,2402,0.05284463,235,0.00517006,5113,0.11248735,560,0.01232015,2448,0.05385665,4998,0.10995732
WESTLAKE VILLAGE,1275.9894,2837.904675,1,1,0,100,0,11.59906002,16.44595788,110840.5,17146,1,37535299,37535299,404,14792,0.8627085,442,0.02577861,75,0.0043742,1012,0.05902251,0,0,198,0.01154788,627,0.0365683
WHEATLAND,39460,2665.749749,206,1,0,100,0,25.75194716,51.24227519,77303,4652,2,6414899,6414899,405,4103,0.88198624,7,0.00150473,55,0.01182287,71,0.01526225,50,0.01074807,28,0.00601892,338,0.07265692
WHITTIER,46504.62,27780.54958,4,1,0,100,0.4,36.51480973,70.86013369,74819,183516,1,129417527,129417527,406,86585,0.47181172,2101,0.01144859,1774,0.00966673,9707,0.05289457,336,0.0018309,76712,0.4180126,6301,0.03433488
WILDOMAR,5019.631344,12383.84427,11,1,0,100,0,22.91926328,45.02459327,85335,34552,1,29236953,29236953,407,21786,0.6305279,2090,0.06048854,417,0.01206877,2433,0.07041561,273,0.00790113,5477,0.1585147,2076,0.06008335
WILLIAMS,146558.7949,68066.7281,7,1,31.93387463,100,0,25.81831426,51.40623029,66143,5963,8,11785217,11785217,408,5192,0.87070267,9,0.00150931,130,0.02180111,170,0.02850914,22,0.00368942,366,0.0613785,74,0.01240986
WILLITS,188872.042,148690.5938,20,1,0,100,0,19.92642867,37.74120318,47007,12690,7,12618622,12618622,409,10930,0.86130812,67,0.00527975,348,0.02742317,106,0.00835303,38,0.00299448,443,0.03490938,758,0.05973207
WILLOWS,21903.579,24265.41087,7,1,54.44533799,100,0,35.1167247,68.63412788,44004,7118,7,10963024,10963024,410,5037,0.7076426,111,0.01559427,174,0.02444507,598,0.08401236,0,0,854,0.11997752,344,0.04832818
WINDSOR,436177.6798,112789.1686,1386,2,0,100,0,16.08930725,28.23811326,105544,21434,1,50138809,50138809,411,15745,0.73458057,138,0.00643837,442,0.02062144,535,0.02496034,6,0.00027993,2998,0.13987123,1570,0.07324811
WINTON,2775,9236.816894,29,2,99.86099181,100,1,42.83651815,79.97855972,48057.5,9800,1,,-123980951.4,412,4633,0.4727551,546,0.05571429,34,0.00346939,215,0.02193878,0,0,4212,0.42979592,160,0.01632653
WOODLAND,526910.0579,278715.8263,358,2,9.537818639,100,0,19.03141067,35.86833144,71184,68805,1,134378568,134378568,413,51797,0.75280866,1280,0.0186033,809,0.01175787,5689,0.08268294,126,0.00183126,6079,0.08835114,3025,0.04396483
YORBA LINDA,100589.028,230594.6335,12,1,100,100,0,14.37930234,23.43296759,137520.5,63982,1,108191037,108191037,414,46405,0.72528211,715,0.01117502,103,0.00160983,12952,0.20243193,71,0.00110969,1121,0.01752055,2615,0.04087087
YOSEMITE NATIONAL PARK,8894,18234.38254,4,1,0,100,0,20.14769097,38.74385168,55994,1702,10,,-164636916.1,415,1359,0.79847239,41,0.02408931,0,0,49,0.02878966,0,0,200,0.11750881,53,0.03113984
YOUNTVILLE,16598.67248,4901.835174,57,2,0,100,0,10.84848779,14.90730231,69300,2987,7,32212771,32212771,416,2526,0.84566455,75,0.0251088,9,0.00301306,95,0.03180449,0,0,149,0.04988283,133,0.04452628
YUBA CITY,898299.6068,637530.0859,450,3,25.82280142,100,0.0625,25.73387267,51.23596923,60333.5,77902,2,95292052,95292052,417,51782,0.66470694,1592,0.02043593,672,0.00862622,14103,0.18103515,522,0.00670073,3768,0.04836846,5463,0.07012657