city,dac_proportion,ces_score_median,ces_percentile_median,Total Tax Revenue,Average Tax Revenue,median_household_income_usd,total_population
PETALUMA,0.0,17.0824822947681,30.558708538277198,118435446.0,39478482.0,90556.0,79601
PHELAN,0.0,14.979926303729698,25.059906671711396,,,62120.0,20372
PHILO,0.0,14.2266878108219,23.004161937192602,,,44896.0,3023
PICO RIVERA,0.7692307692307689,45.78108233907479,84.02068356665409,119086384.0,39695461.333333336,66116.0,64247
PILOT HILL,0.0,6.839655110241151,6.29335351242275,,,90994.0,5446
PINE GROVE,0.0,19.7237844722459,37.6592256274436,,,78352.0,4639
PINOLE,0.0,24.2442084818419,48.2784714339765,53486686.0,17828895.333333332,91866.0,17262
PINON HILLS,0.0,18.653486746156897,34.8593769706142,,,52357.0,7661
PIONEER,0.0,15.475164082670698,26.674233825198698,,,57032.0,5890
PISMO BEACH,0.0,7.939373970603911,8.27342666162189,63036643.0,21012214.33333333,84782.0,8161
PITTSBURG,0.5714285714285711,41.250752617335,77.76516584689121,92988794.0,30996264.66666667,62414.5,78759
PIXLEY,1.0,52.65793067032471,91.24731996468658,,,33504.0,5934
PLACENTIA,0.166666666666667,21.4392045959508,41.5626182368521,86022022.0,28674007.33333333,97163.5,56135
PLACERVILLE,0.0,15.3003345300504,25.923823937444897,28480303.0,9493434.333333334,66163.5,39151
PLAYA DEL REY,0.0,18.127508373145197,33.5225122966326,,,138929.0,12692
PLEASANT HILL,0.0,8.914923559215039,10.669693530079499,76834417.0,25611472.33333333,127916.5,32996
PLEASANTON,0.0,14.350048635967,23.281624416698197,331465720.0,110488573.33333331,159412.0,93374
PLYMOUTH,0.0,25.311388124240604,50.4098877538151,3299488.0,1099829.333333333,79375.0,5105
POINT ARENA,0.0,13.9090233685661,22.2096102913356,1126945.0,375648.33333333326,57558.0,4188
POINT MUGU NAWC,0.0,30.3026889263236,60.058014882078396,,,48155.0,2035
POINT REYES STATION,0.0,4.8331267240533204,2.9638037583553998,,,95441.0,1641
POLLOCK PINES,0.0,8.76327289399016,10.4300668432337,,,83115.0,12697
POMONA,0.7741935483870971,52.2649198829169,90.99508134695421,258915743.0,86305247.66666667,57650.0,152251
PORT HUENEME,0.0,28.716596901384897,57.270778156135705,28934474.0,9644824.666666666,64439.0,19861
PORT HUENEME CBC BASE,0.0,16.1168002806027,28.0237104300668,,,52727.0,2295
PORTER RANCH,0.0,18.735895305423398,35.0548618993568,,,125625.5,34254
PORTERVILLE,0.46153846153846206,39.688378548006796,75.5643839071762,76858668.0,25619556.0,42595.0,75022
PORTOLA,0.0,20.007909809827,38.2519863791146,2296307.0,765435.6666666665,53169.0,4409
PORTOLA VALLEY,0.0,6.978811377296361,6.558204061041749,14286017.0,4762005.666666667,237163.0,7148
POTTER VALLEY,0.0,16.4279115548473,28.8560978685837,,,59348.0,1869
POWAY,0.0,8.37468969335136,9.38958254508765,126283810.0,42094603.333333336,117856.0,44333
QUINCY,0.0,16.8163341161032,29.9281119939463,,,53581.0,5446
RAMONA,0.0,10.1613096287414,13.3560348089293,,,109508.5,40288
RANCHO CORDOVA,0.125,29.314383280847398,58.2355908689621,192261851.0,64087283.66666666,65921.5,69032
RANCHO CUCAMONGA,0.178571428571429,21.703751609652098,42.3634758481524,343237966.0,114412655.33333331,89000.0,176646
RANCHO MIRAGE,0.0,8.919009469850481,10.707529322739301,75260542.0,25086847.33333333,82097.0,17140
RANCHO PALOS VERDES,0.0,5.618139311436041,3.9727582292848997,89577373.0,29859124.33333333,143721.0,44864
RANCHO SANTA FE,0.0,5.9809745018036695,4.65380249716232,,,135990.0,4538
RANCHO SANTA MARGARITA,0.0,9.39980813783459,11.760625551772002,49267492.0,16422497.333333336,107389.0,36433
RAYMOND,0.0,12.8493818899991,19.7124479757851,,,55694.0,2161
RED BLUFF,0.0,25.6831351730616,51.0846260562492,28947329.0,9649109.666666666,40948.5,34100
REDDING,0.0,13.8437985568086,22.033043258922895,160494100.0,53498033.33333334,59235.0,109737
REDLANDS,0.2,29.6401451155796,58.6707024845504,164891744.0,54963914.66666666,75192.0,93523
REDONDO BEACH,0.0,12.3021064742044,18.3945011981334,197197476.0,65732492.0,111585.5,72275
REDWOOD CITY,0.0416666666666667,14.003655360692802,22.663639803253897,334832466.0,111610822.0,132742.0,121495
REDWOOD VALLEY,0.0,15.2828917431994,26.529196620002605,,,60312.5,10311
REEDLEY,0.857142857142857,47.793404981258895,86.5430697439778,23335581.0,7778527.0,44375.0,40225
RESCUE,0.0,4.99804518689714,3.91600454029512,,,131267.5,9409
RESEDA,0.375,38.0452445284536,73.237482658595,,,67302.5,84394
RIALTO,0.631578947368421,41.4865769924517,78.1435237734897,191595962.0,63865320.66666666,58785.0,103564
RICHMOND,0.5,38.486766881289604,73.3446840711313,518244183.0,172748061.0,58935.5,88242
RIDGECREST,0.0,18.956271619860303,35.653928616471205,37862877.0,12620959.0,68924.0,37182
RIO LINDA,0.0,22.0190841074355,43.006684323369896,,,67375.0,12856
RIO VISTA,0.0,38.6644469315739,74.0068104426788,15552814.0,5184271.333333333,68284.0,10676
RIPON,0.0,29.070208274442603,57.8761508386934,23370019.0,7790006.333333332,83600.0,17867
RIVERBANK,1.0,48.905259453095894,87.5772480766806,22223025.0,7407675.0,58165.5,16110
RIVERDALE,1.0,44.340867429461404,82.0658342792281,,,50434.0,5221
RIVERSIDE,0.517241379310345,40.4002048106698,76.60486820532229,681367606.0,227122535.3333333,68143.5,464021
ROCKLIN,0.0,7.61690350567392,7.57977046285786,123847771.0,41282590.333333336,94821.0,63112
RODEO,1.0,43.455023871970205,80.84247698322609,,,59567.0,6285
ROHNERT PARK,0.0,12.9358932572683,19.8637911464245,88150550.0,29383516.66666667,65119.0,38042
ROSAMOND,0.0,30.4749195527912,60.442678774120395,,,62114.5,28292
ROSEMEAD,0.5,39.6414039865453,75.4634884600833,59057151.0,19685717.0,61046.0,61315
ROSEVILLE,0.0,13.037381608561402,20.17908941859,319452085.0,106484028.33333331,88314.5,142410
ROUGH AND READY,0.0,6.66399170738226,5.97805524025728,,,64517.0,5783
ROWLAND HEIGHTS,0.0,17.787375870367697,32.6270652036827,,,74167.0,48682
RUNNING SPRINGS,0.0,22.9091469856169,44.96153361079579,,,61813.0,3232
SACRAMENTO,0.23863636363636398,29.216647896118303,58.0653298019927,1263401000.0,421133666.6666667,57258.5,821850
SAINT HELENA,0.0,15.801064353328,27.317442300416197,,,91889.0,7947
SALINAS,0.05,26.3347002734365,52.5539160045403,389086044.0,129695348.0,71607.0,199851
SAN ANSELMO,0.0,3.97313225053233,1.87917770210619,52211107.0,17403702.333333332,142072.5,17184
SAN BERNARDINO,0.7254901960784309,46.910617614063206,85.3575482406357,335935687.0,111978562.33333331,47970.5,278008
SAN BRUNO,0.111111111111111,15.977545784455499,27.670576365241498,98367969.0,32789323.0,122308.0,43101
SAN CARLOS,0.0,7.88044423878189,8.17253121452895,114221909.0,38073969.66666666,189914.0,32112
SAN CLEMENTE,0.0,9.600714665953491,12.3092445453399,152683380.0,50894460.0,104167.0,54350
SAN DIEGO,0.0957854406130268,17.195148199201697,30.8235590868962,4139432802.0,1379810934.0,77448.0,1335542
SAN DIMAS,0.0,26.5281947814563,52.932273931138894,64385465.0,21461821.666666668,95046.0,35444
SAN FERNANDO,0.42857142857142894,38.0681355732225,73.237482658595,64328330.0,21442776.666666668,58194.0,40260
SAN FRANCISCO,0.0612244897959184,14.761339063824101,24.536511539916802,13200899836.0,4400299945.333333,115882.5,874961
SAN GABRIEL,0.153846153846154,25.3299701217892,50.43511161558829,92436618.0,30812206.0,70618.0,62324
SAN GERONIMO,0.0,1.8482890670992198,0.29007441039223103,,,97321.0,3371
SAN JACINTO,0.1,28.181486856086696,56.2870475469795,40924212.0,13641404.0,50020.0,61157
SAN JOSE,0.0707070707070707,19.2547818766575,36.435868331441604,2915456970.0,971818990.0,108125.0,1047701
SAN JUAN BAUTISTA,0.0,27.235030816833,54.306974397780294,4032237.0,1344079.0,92423.0,6263
SAN JUAN CAPISTRANO,0.0,11.7721443127987,16.9504351116156,76673622.0,25557874.0,135917.0,68270
SAN LEANDRO,0.136363636363636,30.2697555592203,59.9697313658722,289621805.0,96540601.66666669,78295.0,118450
SAN LORENZO,0.0,23.832735650911697,47.1686215159541,,,96856.5,30688
SAN LUIS OBISPO,0.0,11.850253691707001,17.2405095220078,176469386.0,58823128.66666666,69512.0,65313
SAN MARCOS,0.0,17.274007491320802,31.0253499810821,139994787.0,46664929.0,77292.5,96792
SAN MARINO,0.0,8.69305242935441,10.165216294614698,61287251.0,20429083.666666668,165208.5,13194
SAN MARTIN,0.0,27.367486979450998,54.69163828982221,,,112964.5,9665
SAN MATEO,0.0,12.210178935887699,18.1737924076176,343379295.0,114459765.0,144479.0,143097
SAN PABLO,0.45454545454545503,37.9116171404785,73.0356917644091,122697588.0,40899196.0,64327.0,63422
SAN PEDRO,0.4782608695652171,32.133393538797804,63.3118930508261,,,65436.5,84077
SAN QUENTIN,0.0,,,,,,2649
SAN RAFAEL,0.0,10.7267688441787,14.6676756211376,210321883.0,70107294.33333333,96313.0,72139
SAN RAMON,0.0,6.17798924603575,5.03216042376088,124315838.0,41438612.66666666,149437.5,86097
SAN YSIDRO,0.2,36.6618046535295,71.20696178584942,,,46723.0,28880
SANGER,0.375,33.8149916150878,66.1243536385421,31723224.0,10574408.0,73114.5,47464
SANTA ANA,0.28333333333333305,34.304308643129694,67.2215916256779,599152417.0,199717472.3333333,72977.0,369465
SANTA BARBARA,0.0,10.428819892547901,14.0749148694665,343060421.0,114353473.66666669,94509.0,145719
SANTA CLARA,0.0454545454545455,18.574195907834397,34.6891159036448,433776626.0,144592208.66666666,124125.0,125772
SANTA CLARITA,0.0,11.457891934910199,16.0297641568924,331043409.0,110347803.0,113299.0,51656
SANTA CRUZ,0.0,12.709880034619902,19.4223735653929,227343878.0,75781292.66666667,83911.0,106510
SANTA FE SPRINGS,0.8,52.7143718021222,91.36713330810949,135887977.0,45295992.33333334,62907.5,20785
SANTA MARGARITA,0.0,16.0628671826038,27.8723672594274,,,94133.0,6793
SANTA MARIA,0.0,20.816781437773603,40.35817883718,176067163.0,58689054.33333334,73568.5,158111
SANTA MONICA,0.0526315789473684,21.468409172107503,41.9977298524404,833735521.0,277911840.3333333,95417.0,91577
SANTA PAULA,0.0,23.023197832754697,45.21377222852821,34632590.0,11544196.666666664,69960.0,39386
SANTA ROSA,0.0256410256410256,17.334827154699198,31.2019170134948,408725410.0,136241803.33333334,76341.0,219348
SANTEE,0.0,12.7248074717707,19.4160675999496,106099208.0,35366402.666666664,98436.0,75659
SARATOGA,0.0,6.43364329095487,5.53033169378232,56055186.0,18685062.0,194503.0,30858
SAUSALITO,0.0,9.616915982216671,12.3344684071131,39365612.0,13121870.666666664,105913.0,10548
SCOTIA,0.0,21.772490540854697,42.5904906041115,,,39778.0,4347
SCOTTS VALLEY,0.0,6.99732760497797,6.58342792281498,31563210.0,10521070.0,107500.0,8746
SEAL BEACH,0.0,17.3844201097106,31.3784840459074,71203324.0,23734441.33333333,100069.0,22214
SEASIDE,0.0,16.8242578444118,29.921806028503,86167784.0,28722594.66666667,56359.0,26914
SEBASTOPOL,0.0,11.819402906823301,17.139614074914903,24836702.0,8278900.666666668,92198.0,25746
SELMA,1.0,50.50260284874349,89.3744482280237,42445076.0,14148358.666666664,46896.5,35199
SHAFTER,1.0,46.8733750178413,85.2881826207592,63669637.0,21223212.33333333,46052.0,23656
SHANDON,0.0,18.4512407509419,34.3675116660361,,,87311.0,9434
SHASTA LAKE,0.0,11.4025100358369,15.9162567789129,11664115.0,3888038.333333334,50435.0,9210
SHAVER LAKE,0.0,14.155878905630699,22.8149829738933,,,73239.0,2779
SHERMAN OAKS,0.0,24.465509147816,48.8712321856476,,,89674.0,53155
SHINGLE SPRINGS,0.0,9.49610814473972,11.975028376844499,,,86543.5,34244
SHINGLETOWN,0.0,14.109992700390698,23.0104679026359,,,51879.0,6282
SIERRA MADRE,0.0,9.88327604338099,12.719132299155,29286014.0,9762004.666666666,101167.5,10932
SIGNAL HILL,0.33333333333333304,38.9397810981153,74.3221087148442,59476470.0,19825490.0,75040.0,11545
SILVERADO,0.0,12.5224388317824,19.0187917770211,,,102031.0,1639
SIMI VALLEY,0.0,17.596768712259898,32.0090805902384,193391526.0,64463842.0,93237.0,128176
SLOUGHHOUSE,0.0,14.3841489797019,23.420355656451,,,104901.0,6999
SNELLING,1.0,43.948727311104605,81.53613318199021,,,67727.0,2389
SODA SPRINGS,0.0,17.0918482583685,30.583932400050397,,,56500.0,3754
SOLANA BEACH,0.0,6.78249303367045,6.2050699962164195,47156428.0,15718809.333333336,114972.0,12164
SOLEDAD,0.0,26.248129367704703,52.3773489721276,26247590.0,8749196.666666666,66655.5,24958
SOLVANG,0.0,11.3613743232722,15.878420986253,24223243.0,8074414.333333332,82940.0,6445
SOMERSET,0.0,11.4773255523196,16.1054357422121,,,55184.0,5889
SOMES BAR,0.0,12.1512970815109,17.9467776516585,,,36960.0,1834
SOMIS,0.0,22.2021174157036,43.410266111741706,,,98565.0,8366
SONOMA,0.0,13.3818762050311,21.030394753436802,42831807.0,14277269.0,82737.5,36263
SONORA,0.0,19.8869936180701,37.3439273552781,20450527.0,6816842.333333332,56070.0,21270
SOQUEL,0.0,6.35626083219944,5.37268255769958,,,105221.0,3229
SOUTH EL MONTE,1.0,55.1230783697532,93.2652289065456,39193055.0,13064351.666666664,49417.5,39515
SOUTH GATE,0.7619047619047621,52.1543068661316,90.9067978307479,121852000.0,40617333.333333336,49813.0,97229
SOUTH LAKE TAHOE,0.0,14.432813093051,23.647370412410197,128893074.0,42964358.0,63703.5,30165
SOUTH PASADENA,0.0,10.4622880087923,14.125362593013001,69222562.0,23074187.33333333,120521.0,25661
SOUTH SAN FRANCISCO,0.18181818181818202,18.2830425015593,33.9765418085509,294543622.0,98181207.33333331,106402.0,67118
SOUTHEAST TRINITY COUNTY,0.0,8.569741274292099,9.837306091562619,,,26600.0,894
SPRING VALLEY,0.0,20.6370775393812,39.9293731870349,,,70625.0,65340
SPRINGVILLE,0.0,22.3829425216996,43.8264598310001,,,44020.0,5237
STANFORD,0.0,8.874482723173529,10.8651784588221,,,63000.0,20872
STANTON,0.33333333333333304,35.1609490065858,68.14226258040111,56603390.0,18867796.666666668,54660.0,32441
STEVENSON RANCH,0.0,13.8480848545227,22.9347963173162,,,134546.5,12035
STEVINSON,1.0,41.1747309331318,77.65165846891159,,,40714.0,1526
STINSON BEACH,0.0,4.196827138613339,2.1566401816118,,,85903.0,1825
STOCKTON,0.6301369863013699,42.246057597418705,79.1398663135326,702319574.0,234106524.66666663,49219.0,363335
STONYFORD,0.0,21.433229195618697,41.909446336234105,,,51806.0,2252
STRATHMORE,1.0,47.4011935226312,85.98814478496661,,,38580.0,8019
STRAWBERRY VALLEY,0.0,15.060347486656001,25.2490856350107,,,64844.0,1142
STUDIO CITY,0.0,20.854776715926302,39.9987388069114,,,112382.0,30866
SUISUN CITY,0.0,20.6679994091479,40.01765670324129,31694227.0,10564742.333333334,79974.0,26469
SUN CITY,0.0,23.040339011424397,45.2642199520747,,,69531.0,63822
SUN VALLEY,0.8,55.906713785205795,93.8706015891033,,,54947.0,48393
SUNLAND,0.0,26.067389439154702,51.425148190187905,,,94900.5,28057
SUNNYVALE,0.0,15.6736272288374,26.926472442930997,450307639.0,150102546.33333334,146566.0,159933
SUNSET BEACH,0.0,5.86513478190712,4.41417581031656,,,85000.0,919
SUSANVILLE,0.0,15.433119678947001,26.2580401059402,15682156.0,5227385.333333333,53983.5,11057
SUTTER CREEK,0.0,26.540646555383397,52.9574977929121,4552576.0,1517525.333333333,56864.0,4675
SYLMAR,0.272727272727273,33.8878706781717,66.5279354269139,,,79703.0,86812
TAFT,0.666666666666667,39.726412437606,75.621137596166,12051096.0,4017032.0,35718.0,17248
TAHOE CITY,0.0,6.48570999608995,5.593391348215411,,,76245.5,2117
TAHOMA,0.0,6.738090768665219,6.1420103417833305,,,68077.0,415
TARZANA,0.125,32.372121987648605,63.728086770084495,,,125579.0,29785
TEHACHAPI,0.0,20.035306803786103,38.3717997225376,20582239.0,6860746.333333332,68240.5,28375
TEMECULA,0.0,15.2136998831456,25.671585319712502,276748683.0,92249561.0,99653.0,127231
TEMPLE CITY,0.0,30.376679936700803,60.221969983604495,36837403.0,12279134.333333336,75078.0,34176
TEMPLETON,0.0,10.6595058444796,14.7685710682306,,,92588.0,14011
TERMO,0.0,15.8205255951178,27.3552780930761,,,43207.0,1445
THERMAL,0.0,35.1375387823351,68.608904023206,,,31171.0,22326
THOUSAND OAKS,0.0,11.339889270123502,16.1369655694287,226976306.0,75658768.66666667,121187.5,79305
THOUSAND PALMS,0.0,16.4981927142248,29.095724555429502,,,49495.0,7205
THREE RIVERS,0.0,23.0637264519697,45.3146676756211,,,74836.0,4845
TIPTON,1.0,44.871668820511104,82.633371169126,,,34964.0,7396
TOPANGA,0.0,8.15241123263671,8.82835162063312,,,130703.0,7213
TORRANCE,0.162162162162162,25.3269619481233,50.4792533736915,512015370.0,170671790.0,89463.5,182791
TRABUCO CANYON,0.0,4.51023622126388,2.4593265228906502,,,164583.0,26770
TRACY,0.25,33.5751184082983,65.8468911590365,226114037.0,75371345.66666667,82916.5,123469
TRAVIS AFB,0.0,15.313930964995,25.873376213898396,,,69369.0,3952
TRINIDAD,0.0,13.0274848000897,20.1286416950435,1812274.0,604091.3333333335,47583.0,2775
TRUCKEE,0.0,6.40704028123351,5.5240257283390095,82745031.0,27581677.0,110808.0,18279
TUJUNGA,0.0,24.645783473970603,48.8081725312146,,,69336.5,25105
TULARE,0.42857142857142894,39.04573035784421,74.5049817127002,111458928.0,37152976.0,47017.0,72613
TURLOCK,0.5714285714285711,44.2910868519657,81.9018791777021,114732146.0,38244048.66666666,48939.5,78062
TUSTIN,0.0,22.6283403086644,44.393996720898,159816348.0,53272116.0,88761.0,88473
TWENTYNINE PALMS,0.0,15.8415276572751,27.519233194602105,28669722.0,9556574.0,44632.0,28961
UKIAH,0.0,24.680631932132396,49.3126497666793,50276065.0,16758688.333333336,49135.0,26453
UNION CITY,0.125,23.399883823663398,46.0903014251482,154635136.0,51545045.33333334,116875.0,81064
UNIVERSAL CITY,1.0,,,,,,0
UPLAND,0.444444444444444,29.0570273022943,57.5230167738681,108434830.0,36144943.333333336,77372.5,79787
VACAVILLE,0.0,17.037000484081698,30.5082608147308,261334918.0,87111639.33333333,94659.0,106828
VALENCIA,0.0,13.6879637262731,21.692521124984196,,,111042.0,70275
VALLEJO,0.161290322580645,24.2948173438712,48.455038466389205,263619424.0,87873141.33333333,70417.0,122876
VALLEY CENTER,0.0,12.284179867146802,18.325135578257,,,96978.0,18293
VALLEY SPRINGS,0.0,20.839728518538198,40.049186530457796,,,72865.0,17895
VALLEY VILLAGE,0.0,30.4473901520214,60.335477361584104,,,73593.5,24842
VALYERMO,0.0,15.1320197594313,25.43826459831,,,84219.0,796
VAN NUYS,0.666666666666667,45.325259107585296,83.3396392987766,,,50252.5,179670
VENICE,0.0,21.683999827846797,42.426535502585395,,,96719.0,26751
VENTURA,0.08,19.7821103948556,37.810568798083,278789652.0,92929884.0,78115.0,109566
VICTORVILLE,0.1875,33.1444064662898,65.165846891159,170667834.0,56889278.0,54880.0,135177
VILLA PARK,0.0,5.400798826375429,3.63223609534619,9268433.0,3089477.666666666,166640.5,5850
VISALIA,0.33333333333333304,33.892560841359604,66.4459578761509,269522684.0,89840894.66666667,58713.0,159505
VISTA,0.0,17.225542059673902,31.063185773742,188933331.0,62977777.0,76199.0,109549
WALNUT,0.0,20.8142271267512,40.3518728717367,32266572.0,10755524.0,98958.5,37467
WALNUT CREEK,0.0,9.0488538661934,10.947156009585099,183611285.0,61203761.66666666,122536.5,97658
WALNUT GROVE,0.0,27.5318573009543,54.8745112876781,,,54900.0,3571
WARNER SPRINGS,0.0,13.879383082676,22.1717744986757,,,50156.0,3045
WASCO,0.5,48.1169237359895,86.84575608525671,23647051.0,7882350.333333332,43879.0,27297
WATERFORD,0.0,34.0318515023823,66.7801740446462,7824424.0,2608141.333333333,67881.0,5823
WATSONVILLE,0.133333333333333,22.8393202942374,44.74713078572329,115522757.0,38507585.66666666,68214.0,88671
WEED,0.0,32.2986965763612,63.62719132299151,7597767.0,2532589.0,53088.0,7510
WELDON,0.0,28.816048998936896,57.459957119434996,,,36672.0,4942
WEST COVINA,0.166666666666667,31.516248474517997,62.2714087526801,167832707.0,55944235.66666666,88330.5,104339
WEST HILLS,0.0,15.077699845203,25.299533358557202,,,121250.0,30112
WEST HOLLYWOOD,0.0,19.0764812371888,35.9818388195233,221253537.0,73751179.0,94315.0,20977
WEST SACRAMENTO,0.375,29.459992504130103,57.8698448732501,202036329.0,67345443.0,82773.5,45454
WESTLAKE VILLAGE,0.0,11.599060016312402,16.445957876150903,37535299.0,12511766.333333336,110840.5,17146
WESTMINSTER,0.17647058823529396,30.1993888927042,59.8310001261193,157076450.0,52358816.66666666,64391.0,88853
WESTMORLAND,1.0,46.1461073211682,84.4242653550259,2050812.0,683604.0,35875.0,2728
WHEATLAND,0.0,25.7519471623153,51.242275192331896,6414899.0,2138299.666666666,77303.0,4652
WHITE WATER,0.0,20.1037121712213,38.5420607895069,,,38514.0,1332
WHITTIER,0.4,36.5148097345115,70.8601336864674,129417527.0,43139175.66666666,74819.0,183516
WILDOMAR,0.0,22.919263281156102,45.0245932652289,29236953.0,9745651.0,85335.0,34552
WILLIAMS,0.0,25.818314264099804,51.406230293858,11785217.0,3928405.666666666,66143.0,5963
WILLITS,0.0,19.9264286671577,37.741203178206604,12618622.0,4206207.333333333,47007.0,12690
WILLOWS,0.0,35.1167246985587,68.6341278849792,10963024.0,3654341.333333334,44004.0,7118
WILMINGTON,1.0,52.694101265247895,91.2410139992433,,,49965.5,55198
WILSEYVILLE,0.0,12.2722669065939,18.2746878547106,,,37679.0,2722
WILTON,0.0,18.0026785957142,32.9865052339514,,,93375.5,7963
WINCHESTER,0.0,18.826420612584897,35.2755706898726,,,113571.0,49302
WINDSOR,0.0,16.0893072530271,28.2381132551394,50138809.0,16712936.333333336,105544.0,21434
WINNETKA,0.5,38.8644483043798,74.397780300164,,,68063.0,52729
WINTERHAVEN,0.0,26.5036418394941,48.7072770841216,,,22199.0,2377
WINTERS,0.0,18.637395688495,34.8089292470677,12120624.0,4040208.0,85861.0,9111
WINTON,1.0,42.8365181548642,79.9785597174927,,,48057.5,9800
WOFFORD HEIGHTS,0.5,38.7849985518581,73.64106444696691,,,33248.5,10485
WOODLAKE,0.0,35.5479061662209,69.1386051204439,9957098.0,3319032.666666666,40310.5,8453
WOODLAND,0.0,19.0314106667702,35.8683314415437,134378568.0,44792856.0,71184.0,68805
WOODLAND HILLS,0.0,19.1158625866361,36.1016521629462,,,106111.0,54985
WRIGHTWOOD,0.0,14.7438286582814,24.5049817127002,,,64841.0,3984
YORBA LINDA,0.0,14.3793023387005,23.4329675873377,108191037.0,36063679.0,137520.5,63982
YOSEMITE NATIONAL PARK,0.0,20.1476909671346,38.743851683692796,,,55994.0,1702
YOUNTVILLE,0.0,10.848487787828901,14.9073023079834,32212771.0,10737590.333333334,69300.0,2987
YREKA,0.0,20.946432660606302,40.623029385799,18300411.0,6100137.0,47258.0,11567
YUBA CITY,0.0625,25.733872666083396,51.2359692268886,95292052.0,31764017.33333333,60333.5,77902
YUCAIPA,0.0,20.9040755787458,40.35817883718,57240312.0,19080104.0,65956.0,53712
YUCCA VALLEY,0.0,18.196598743915697,33.7116912599319,42210569.0,14070189.666666664,36509.0,17367
ZAMORA,0.0,29.9492063809991,59.33913482154121,,,50129.0,4076
